route,family,role,visible_entry_point,navigation_path,reachability_status,hidden_surface_disposition,certification_status,route_kind,source_file,source_line
/admin/cost-registry,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,710
/admin/jobs/:projectNumber/team,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,711
/admin/project-staffing,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,713
/admin/geofence-reconciliation,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,715
/admin/operations-dashboard,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,718
/admin/operations-control,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,720
/admin/operations-control/cases/:caseId,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,721
/operations-control/cases,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,722
/operations-control/cases/:caseId,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,723
/admin/asset-mapping,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,725
/admin/asset-spine,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,726
/admin/equipment,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,727
/admin/email,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,728
/admin/training,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,729
/admin/compliance,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,730
/admin/system,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,731
/admin/ai-configuration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,732
/admin/integration-truth,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,733
/admin/preview-validation-identities,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,734
/admin/recovery,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,735
/admin/storage-recovery,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,737
/admin/ai-operations,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,739
/admin/communications,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,740
/admin/identity-security,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,741
/admin/trust-spine,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,742
/admin/governance-trust,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,743
/admin/platform-configuration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,745
/admin/diagnostics,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,746
/admin/maintenance,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,747
/admin/platform-overview,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,/admin/platform-overview → /admin (browser proof 2026-08-02),PROVEN_REDIRECT,REDIRECT,CERTIFIED_ALIAS,static_route,frontend/src/app/routing/AppRoutes.jsx,748
/admin/recovery-stream,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,749
/admin/jha-acknowledgements,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,750
/admin/command-center,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,751
/admin/database,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,752
/admin/integrations,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,753
/admin/dispatch,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,754
/admin/dls/shift-qr,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,755
/admin/dls/day-1-debrief,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,756
/admin/dls/week-1-debrief,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,757
/admin/profile,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,758
/admin/operations-events,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,759
/admin/digest-config,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,760
/admin/operational-intelligence,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,761
/admin/operational-intelligence/recipients,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,762
/admin/system-health,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,763
/admin/audit-log,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,764
/admin/scheduler-runs,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED 390/768/1024/1440,static_route,frontend/src/app/routing/AppRoutes.jsx,767
/admin/legacy-imports,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,768
/admin/sessions,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,769
/admin/guidance-coverage,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,770
/admin/operational-inventory,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,771
/notifications,Shared Operational Home and Public Entry,Public / Shared,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,773
/admin/governance,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,775
/admin/governance/overview,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,776
/admin/governance/organization,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,777
/admin/governance/identities,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,778
/admin/governance/roles,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,779
/admin/governance/permissions,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,780
/admin/governance/policies,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,781
/admin/governance/approval-flows,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,782
/admin/governance/delegations,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,783
/admin/governance/separation-of-duties,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,784
/admin/governance/authority,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,785
/admin/governance/emergency-overrides,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,786
/admin/governance/decisions,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,787
/admin/governance/audit,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,788
/admin/governance/registry,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,789
/admin/governance/versions,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,790
/admin/governance/health,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,791
/admin/governance/legacy-health,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,792
/admin/project-identity,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,793
/admin/governance/self-protection,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,794
/admin/compliance-findings,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,795
/admin/operational-language,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,OPENED_BATCH_AUDIT_20260802,EXPOSED_OR_NAV_REVIEW,OPENED_NOT_AUDITED after shared-shell batch audit,static_route,frontend/src/app/routing/AppRoutes.jsx,796
/guidance,"Training, Guidance, and Coaching",Training / guidance user,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED 390/768/1024/1440,static_route,frontend/src/app/routing/AppRoutes.jsx,800
/guidance/section/:sectionId,"Training, Guidance, and Coaching",Training / guidance user,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,CERTIFIED 390/768/1024/1440,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,801
/guidance/:articleId,"Training, Guidance, and Coaching",Training / guidance user,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,CERTIFIED 390/768/1024/1440,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,802
/admin/deploy-recovery,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,803
/admin/assets/:assetId,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,804
/admin/asset-admin,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,805
/admin/driver-intel/:driverKey,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,806
/admin/equipment/:id/history,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,807
/admin/employees/:id/history,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,808
/admin/analytics,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,809
/admin/leadership-equipment,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED 390/768/1024/1440,static_route,frontend/src/app/routing/AppRoutes.jsx,810
/admin/terminations,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED 390/768/1024/1440,static_route,frontend/src/app/routing/AppRoutes.jsx,811
/admin/guide,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED 390/768/1024/1440,static_route,frontend/src/app/routing/AppRoutes.jsx,812
/admin/pnl,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,813
/admin/inspections,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,815
/admin/inspections/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,CERTIFIED 390/768/1024/1440,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,816
/admin/meetings,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,818
/admin/meetings/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,CERTIFIED 390/768/1024/1440,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,819
/admin/jha-plans,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,821
/admin/jha,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ALIAS,REDIRECT,PENDING,alias_or_redirect,frontend/src/app/routing/AppRoutes.jsx,822
/admin/jha/:id,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ALIAS,REDIRECT,PENDING,alias_or_redirect,frontend/src/app/routing/AppRoutes.jsx,823
/admin/trench-boxes,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,825
/admin/trench-boxes/poster,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,CERTIFIED 390/768/1024/1440,static_route,frontend/src/app/routing/AppRoutes.jsx,826
/admin/trench-safety,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,831
/admin/trench-safety/assets,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,832
/admin/trench-safety/assets/:assetId,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_NEEDS_REACHABILITY_PROOF,JUSTIFIED_HIDDEN_REVIEW,PENDING,parameterized_or_deep_link,frontend/src/app/routing/AppRoutes.jsx,833
/admin/trench-safety/tabulated-data,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,834
/admin/trench-safety/reports,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,835
/admin/trench-safety/repair-review,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,DISCOVERED_ENTRY_REVIEW_PENDING,EXPOSED_OR_NAV_REVIEW,PENDING,static_route,frontend/src/app/routing/AppRoutes.jsx,836
