inventory_item_id,inventory_item_type,planned_wave,route_or_item,portal,module,source_component_or_file,current_status,functional,visual,responsive,operational,human_readability,data_truth,evidence,open_issues,executive_approval,locked,status_notes,wave_inventory_id
WP16-ROUTE-137,route_screen,Wave 3 — Admin,/admin/dls/shift-qr,Admin,DLS,frontend/src/pages/admin/AdminDlsShiftQR.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-138,route_screen,Wave 3 — Admin,/admin/dls/day-1-debrief,Admin,DLS,frontend/src/pages/admin/AdminDlsDay1Debrief.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-139,route_screen,Wave 3 — Admin,/admin/dls/week-1-debrief,Admin,DLS,frontend/src/pages/admin/AdminDlsDay1Debrief.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-140,route_screen,Wave 3 — Admin,/admin/profile,Admin,Profile,frontend/src/pages/admin/AdminProfile.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-141,route_screen,Wave 3 — Admin,/admin/operations-events,Admin,Operations Events,frontend/src/pages/admin/AdminOperationsEvents.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-142,route_screen,Wave 3 — Admin,/admin/digest-config,Admin,Digest Config,frontend/src/pages/admin/AdminDigestConfig.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-143,route_screen,Wave 3 — Admin,/admin/operational-intelligence,Admin,Operational Intelligence,frontend/src/pages/admin/AdminOperationalIntelligence.jsx,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,See WP16_ROUTE_EXERCISE_REGISTER.md for prior evidence.,,NO,NO,Imported from prior route register classification: FULLY_EXERCISED. Admin route `/admin/operational-intelligence` captured under authenticated admin session.,
WP16-ROUTE-144,route_screen,Wave 3 — Admin,/admin/operational-intelligence/recipients,Admin,Operational Intelligence,frontend/src/pages/admin/AdminOperationalIntelligenceRecipients.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-145,route_screen,Wave 3 — Admin,/admin/system-health,Admin,System Health,frontend/src/pages/admin/SystemHealth.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-146,route_screen,Wave 3 — Admin,/admin/audit-log,Admin,Audit LOG,frontend/src/pages/admin/AdminAuditLog.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-147,route_screen,Wave 3 — Admin,/admin/scheduler-runs,Admin,Scheduler Runs,frontend/src/pages/AdminSchedulerRuns.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-148,route_screen,Wave 3 — Admin,/admin/legacy-imports,Admin,Legacy Imports,frontend/src/pages/AdminLegacyImports.jsx,VERIFIED_REPAIRED_WAVE3,PASS,PASS,PASS,PASS,PASS,PASS,"Wave 3 repair pass 2026-07-30: fresh hard-load verified Historical Records queue with metadata visible (portal: admin, role: admin, phase: B). Resolved via shared Wave 3 admin header repair.",,NO,NO,Shared admin-header repair restored metadata/list access on the admin route.,
WP16-ROUTE-149,route_screen,Wave 3 — Admin,/admin/sessions,Admin,Sessions,frontend/src/pages/admin/AdminSessions.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-150,route_screen,Wave 3 — Admin,/admin/guidance-coverage,Admin,Guidance Coverage,frontend/src/pages/admin/AdminGuidanceCoverage.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-151,route_screen,Wave 3 — Admin,/admin/operational-inventory,Admin,Operational Inventory,frontend/src/pages/admin/AdminOperationalInventory.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-153,route_screen,Wave 3 — Admin,/admin/governance,Admin,Governance,frontend/src/pages/admin/AdminGovernanceOperatingSystem.jsx,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,PRIOR_EVIDENCE_EXISTS_REVERIFY_REQUIRED,See WP16_ROUTE_EXERCISE_REGISTER.md for prior evidence.,,NO,NO,Imported from prior route register classification: FULLY_EXERCISED. —,
WP16-ROUTE-154,route_screen,Wave 3 — Admin,/admin/governance/overview,Admin,Governance,frontend/src/pages/admin/AdminGovernanceOperatingSystem.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-155,route_screen,Wave 3 — Admin,/admin/governance/organization,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceOrganizationPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-156,route_screen,Wave 3 — Admin,/admin/governance/identities,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceIdentitiesPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-157,route_screen,Wave 3 — Admin,/admin/governance/roles,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceRolesPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-158,route_screen,Wave 3 — Admin,/admin/governance/permissions,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernancePermissionsPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-159,route_screen,Wave 3 — Admin,/admin/governance/policies,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernancePoliciesPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-160,route_screen,Wave 3 — Admin,/admin/governance/approval-flows,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceApprovalFlowsPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-161,route_screen,Wave 3 — Admin,/admin/governance/delegations,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceDelegationsPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-162,route_screen,Wave 3 — Admin,/admin/governance/separation-of-duties,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceSodPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-163,route_screen,Wave 3 — Admin,/admin/governance/authority,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceAuthorityPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-164,route_screen,Wave 3 — Admin,/admin/governance/emergency-overrides,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceOverridesPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-165,route_screen,Wave 3 — Admin,/admin/governance/decisions,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceDecisionsPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-166,route_screen,Wave 3 — Admin,/admin/governance/audit,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceAuditPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-167,route_screen,Wave 3 — Admin,/admin/governance/registry,Admin,Governance,frontend/src/pages/admin/AdminGovernanceRegistryPage.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-168,route_screen,Wave 3 — Admin,/admin/governance/versions,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceVersionsPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-169,route_screen,Wave 3 — Admin,/admin/governance/health,Admin,Governance,frontend/src/pages/admin/AdminGovernanceSectionRoutes.jsx#AdminGovernanceHealthPage,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-170,route_screen,Wave 3 — Admin,/admin/governance/legacy-health,Admin,Governance,frontend/src/pages/admin/AdminGovernance.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-171,route_screen,Wave 3 — Admin,/admin/project-identity,Admin,Project Identity,frontend/src/pages/admin/AdminProjectIdentityGovernance.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-172,route_screen,Wave 3 — Admin,/admin/governance/self-protection,Admin,Governance,frontend/src/pages/admin/SelfProtection.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-173,route_screen,Wave 3 — Admin,/admin/compliance-findings,Admin,Compliance Findings,frontend/src/pages/admin/AdminComplianceFindings.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-174,route_screen,Wave 3 — Admin,/admin/operational-language,Admin,Operational Language,frontend/src/pages/admin/AdminOperationalLanguage.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-178,route_screen,Wave 3 — Admin,/admin/deploy-recovery,Admin,Deploy Recovery,frontend/src/pages/admin/DeployRecovery.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-179,detail_screen,Wave 3 — Admin,/admin/assets/:assetId,Admin,Assets,frontend/src/pages/admin/AssetProfile.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-180,route_screen,Wave 3 — Admin,/admin/asset-admin,Admin,Asset Admin,frontend/src/pages/admin/AdminAssetAdmin.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-181,detail_screen,Wave 3 — Admin,/admin/driver-intel/:driverKey,Admin,Driver Intel,frontend/src/pages/admin/AdminDriverIntel.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-182,detail_screen,Wave 3 — Admin,/admin/equipment/:id/history,Admin,Equipment,frontend/src/pages/admin/AdminMasterHistory.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-183,detail_screen,Wave 3 — Admin,/admin/employees/:id/history,Admin,Employees,frontend/src/pages/admin/AdminMasterHistory.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-184,route_screen,Wave 3 — Admin,/admin/analytics,Admin,Analytics,frontend/src/pages/admin/AdminAnalytics.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-185,route_screen,Wave 3 — Admin,/admin/leadership-equipment,Admin,Leadership Equipment,frontend/src/pages/AdminLeadershipEquipment.jsx,VERIFIED_CLOSED_WAVE3_NO_CHANGE,PASS,PASS,PASS,PASS,PASS,PASS,Wave 3 repair pass 2026-07-30: fresh hard-load verified `/admin/leadership-equipment` renders the admin catalog with 41 equipment items. Prior inspection evidence was a false positive caused by missing directory-bound auth context during manual curl validation.,,NO,NO,Verified working without production code change during the repair pass.,
WP16-ROUTE-186,route_screen,Wave 3 — Admin,/admin/terminations,Admin,Terminations,frontend/src/pages/AdminTerminations.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-187,route_screen,Wave 3 — Admin,/admin/guide,Admin,Guide,frontend/src/pages/AdminGuide.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-188,route_screen,Wave 3 — Admin,/admin/pnl,Admin,PNL,frontend/src/pages/ProjectPnlPage.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-189,route_screen,Wave 3 — Admin,/admin/inspections,Admin,Inspections,frontend/src/pages/Dashboard.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-190,detail_screen,Wave 3 — Admin,/admin/inspections/:id,Admin,Inspections,frontend/src/pages/ViewInspection.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-191,route_screen,Wave 3 — Admin,/admin/meetings,Admin,Meetings,frontend/src/pages/MeetingsDashboard.jsx,VERIFIED_CLOSED_WAVE3_NO_CHANGE,PASS,PASS,PASS,PASS,PASS,PASS,Wave 3 repair pass 2026-07-30: fresh hard-load verified `/admin/meetings` with 471 meetings on file. Prior inspection evidence was a false positive caused by manual curl without the directory-bound auth context.,,NO,NO,Verified working without production code change during the repair pass.,
WP16-ROUTE-192,detail_screen,Wave 3 — Admin,/admin/meetings/:id,Admin,Meetings,frontend/src/pages/ViewMeeting.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-193,route_screen,Wave 3 — Admin,/admin/jha-plans,Admin,JHA Plans,frontend/src/pages/JhaPlansAdmin.jsx,VERIFIED_REPAIRED_WAVE3,PASS,PASS,PASS,PASS,PASS,PASS,Wave 3 repair pass 2026-07-30: fresh hard-load verified `/admin/jha-plans` stays in the Admin shell and renders JHP project rows. Shared admin-header repair restored data loading and shell drift was corrected in the admin route wrapper.,,NO,NO,Admin JHP library now loads in the correct admin shell with live rows visible.,
WP16-ROUTE-194,redirect_route,Wave 3 — Admin,/admin/jha,Admin,JHA,Navigate,REDIRECT_BEHAVIOR_PENDING,PENDING_REDIRECT_CHECK,PENDING_REDIRECT_CHECK,PENDING_REDIRECT_CHECK,PENDING_REDIRECT_CHECK,PENDING_REDIRECT_CHECK,NOT_APPLICABLE,See WP16_ROUTE_EXERCISE_REGISTER.md for prior evidence.,,NO,NO,Imported from prior route register classification: REDIRECT_ONLY. Redirect target: /admin/jha-plans,
WP16-ROUTE-195,redirect_route,Wave 3 — Admin,/admin/jha/:id,Admin,JHA,Navigate,REDIRECT_BEHAVIOR_PENDING,PENDING_REDIRECT_CHECK,PENDING_REDIRECT_CHECK,PENDING_REDIRECT_CHECK,PENDING_REDIRECT_CHECK,PENDING_REDIRECT_CHECK,NOT_APPLICABLE,See WP16_ROUTE_EXERCISE_REGISTER.md for prior evidence.,,NO,NO,Imported from prior route register classification: REDIRECT_ONLY. Redirect target: /admin/jha-plans,
WP16-ROUTE-196,route_screen,Wave 3 — Admin,/admin/trench-boxes,Admin,Trench Boxes,frontend/src/pages/TrenchBoxesAdmin.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-197,route_screen,Wave 3 — Admin,/admin/trench-boxes/poster,Admin,Trench Boxes,frontend/src/pages/TrenchBoxPoster.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-198,route_screen,Wave 3 — Admin,/admin/trench-safety,Admin,Trench Safety,frontend/src/pages/trench_safety/TrenchSafetyHub.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-199,route_screen,Wave 3 — Admin,/admin/trench-safety/assets,Admin,Trench Safety,frontend/src/pages/trench_safety/TrenchSafetyAssetsList.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-200,detail_screen,Wave 3 — Admin,/admin/trench-safety/assets/:assetId,Admin,Trench Safety,frontend/src/pages/trench_safety/TrenchSafetyAssetDetail.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-201,route_screen,Wave 3 — Admin,/admin/trench-safety/tabulated-data,Admin,Trench Safety,frontend/src/pages/trench_safety/TrenchSafetyTabulatedData.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
WP16-ROUTE-202,route_screen,Wave 3 — Admin,/admin/trench-safety/reports,Admin,Trench Safety,frontend/src/pages/trench_safety/TrenchSafetyReports.jsx,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,NOT_YET_EXERCISED,,,NO,NO,Imported from prior route register classification: NOT_YET_EXERCISED. —,
