kind,verb,path,area,criticality,roles,mobile_required,attachment_dep,operational_impact,source_file,source_line
backend_api,GET,/api/{batch_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/payroll_variance.py,374
backend_api,POST,/api/{batch_id}/decision,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/payroll_variance.py,381
backend_api,GET,/api/tasks,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/tasks_notifications.py,378
backend_api,GET,/api/tasks/summary,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/tasks_notifications.py,418
backend_api,GET,/api/tasks/{task_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/tasks_notifications.py,453
backend_api,POST,/api/tasks,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/tasks_notifications.py,463
backend_api,PATCH,/api/tasks/{task_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/tasks_notifications.py,478
backend_api,POST,/api/tasks/{task_id}/comment,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/tasks_notifications.py,493
backend_api,GET,/api/notifications,Notifications/Digest,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/tasks_notifications.py,509
backend_api,GET,/api/notifications/unread-count,Notifications/Digest,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/tasks_notifications.py,532
backend_api,POST,/api/notifications/{notif_id}/read,Notifications/Digest,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/tasks_notifications.py,554
backend_api,POST,/api/notifications/read-all,Notifications/Digest,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/tasks_notifications.py,571
backend_api,POST,/api/notifications/{notif_id}/acknowledge,Notifications/Digest,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/tasks_notifications.py,589
backend_api,GET,/api/search,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/global_search.py,180
backend_api,POST,/api/send-now,misc,P3,admin,no,no,Secondary/admin — internal,routes/admin_digest_config.py,100
backend_api,GET,/api/asset-transfers,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/asset_transfers.py,325
backend_api,GET,/api/asset-transfers/{tid},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/asset_transfers.py,360
backend_api,POST,/api/asset-transfers,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/asset_transfers.py,371
backend_api,POST,/api/asset-transfers/{tid}/approve,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/asset_transfers.py,454
backend_api,POST,/api/asset-transfers/{tid}/reject,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/asset_transfers.py,468
backend_api,POST,/api/asset-transfers/{tid}/in-transit,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/asset_transfers.py,484
backend_api,POST,/api/asset-transfers/{tid}/receive,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/asset_transfers.py,497
backend_api,POST,/api/asset-transfers/{tid}/cancel,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/asset_transfers.py,558
backend_api,POST,/api/asset-transfers/{tid}/close,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/asset_transfers.py,579
backend_api,GET,/api/deploy-readiness,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/deploy_readiness.py,285
backend_api,GET,/api/equipment-inspections,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/equipment.py,303
backend_api,GET,/api/equipment-inspections/{inspection_id},Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/equipment.py,340
backend_api,DELETE,/api/equipment-inspections/{inspection_id},Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/equipment.py,350
backend_api,GET,/api/admin/equipment-inspections/trends,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,routes/equipment.py,358
backend_api,GET,/api/admin/equipment-inspections/open-items,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,routes/equipment.py,439
backend_api,POST,/api/admin/equipment-inspections/{inspection_id}/signoff,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,routes/equipment.py,477
backend_api,DELETE,/api/admin/equipment-inspections/{inspection_id}/signoff,Shop/Fleet,P1,"admin,pm",no,no,Mission critical — significant degradation,routes/equipment.py,509
backend_api,POST,/api/register/options,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/passkeys.py,219
backend_api,POST,/api/register/verify,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/passkeys.py,273
backend_api,POST,/api/login/options,Auth,P0,public_or_multi,YES,no,Operational survival — workflow halts,routes/passkeys.py,343
backend_api,POST,/api/login/verify,Auth,P0,public_or_multi,YES,no,Operational survival — workflow halts,routes/passkeys.py,395
backend_api,GET,/api/list,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/passkeys.py,473
backend_api,DELETE,/api/{credential_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/passkeys.py,491
backend_api,GET,/api/admin/operational-signals,Admin,P2,admin,no,no,Operational support — non-blocking,routes/operational_signals.py,217
backend_api,GET,/api/equipment,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/master_lookup.py,47
backend_api,GET,/api/equipment/by-id/{master_id},Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/master_lookup.py,75
backend_api,GET,/api/employees,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/master_lookup.py,87
backend_api,GET,/api/employees/by-id/{master_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/master_lookup.py,116
backend_api,POST,/api/backfill/equipment,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/master_lookup.py,128
backend_api,POST,/api/backfill/employees,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/master_lookup.py,184
backend_api,GET,/api/audit,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/master_lookup.py,256
backend_api,GET,/api/{photo_id}/raw,misc,P3,public_or_multi,no,YES,Secondary/admin — internal,routes/job_photos.py,824
backend_api,GET,/api/{photo_id}/thumb,misc,P3,public_or_multi,no,YES,Secondary/admin — internal,routes/job_photos.py,842
backend_api,GET,/api/{photo_id}/thumb-signed,misc,P3,public_or_multi,no,YES,Secondary/admin — internal,routes/job_photos.py,864
backend_api,POST,/api/raw-batch,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/job_photos.py,892
backend_api,POST,/api/zip,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/job_photos.py,917
backend_api,POST,/api/email,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/job_photos.py,968
backend_api,POST,/api/admin/reindex,Admin,P2,admin,no,no,Operational support — non-blocking,routes/job_photos.py,1032
backend_api,POST,/api/admin/warm-cache,Admin,P2,admin,no,no,Operational support — non-blocking,routes/job_photos.py,1052
backend_api,GET,/api/equipment/{master_id}/where-used,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/master_where_used.py,95
backend_api,GET,/api/employees/{master_id}/where-used,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/master_where_used.py,108
backend_api,POST,/api/usage/track,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/usage_analytics.py,254
backend_api,GET,/api/admin/analytics/summary,Admin,P2,admin,no,no,Operational support — non-blocking,routes/usage_analytics.py,284
backend_api,GET,/api/admin/analytics/routes,Admin,P2,admin,no,no,Operational support — non-blocking,routes/usage_analytics.py,315
backend_api,GET,/api/admin/analytics/portals,Admin,P2,admin,no,no,Operational support — non-blocking,routes/usage_analytics.py,349
backend_api,GET,/api/admin/analytics/health,Admin,P2,admin,no,no,Operational support — non-blocking,routes/usage_analytics.py,368
backend_api,GET,/api/document-expirations,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/document_expirations.py,328
backend_api,GET,/api/document-expirations/summary,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/document_expirations.py,363
backend_api,POST,/api/document-expirations,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/document_expirations.py,392
backend_api,PATCH,/api/document-expirations/{doc_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/document_expirations.py,429
backend_api,DELETE,/api/document-expirations/{doc_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/document_expirations.py,464
backend_api,POST,/api/admin/document-expirations/scan,Admin,P2,admin,no,no,Operational support — non-blocking,routes/document_expirations.py,484
backend_api,GET,/api/admin/document-expirations/scan/preview,Admin,P2,admin,no,no,Operational support — non-blocking,routes/document_expirations.py,489
backend_api,POST,/api/login,Auth,P0,safety,YES,no,Operational survival — workflow halts,routes/safety_forms.py,898
backend_api,GET,/api/check,misc,P3,safety,no,no,Secondary/admin — internal,routes/safety_forms.py,907
backend_api,POST,/api/equipment-issuances,Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,912
backend_api,GET,/api/equipment-issuances,Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,943
backend_api,GET,/api/equipment-issuances/{rec_id},Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,990
backend_api,GET,/api/equipment-issuances/{rec_id}/pdf,Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,997
backend_api,POST,/api/equipment-issuances/{rec_id}/return,Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,1014
backend_api,GET,/api/equipment-issuances/{rec_id}/return/pdf,Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,1060
backend_api,POST,/api/equipment-trainings,Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,1080
backend_api,GET,/api/equipment-trainings,Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,1099
backend_api,GET,/api/equipment-trainings/{rec_id},Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,1139
backend_api,GET,/api/equipment-trainings/{rec_id}/pdf,Shop/Fleet,P1,"pm,safety",no,no,Mission critical — significant degradation,routes/safety_forms.py,1146
backend_api,GET,/api/types,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operational_attachments.py,174
backend_api,POST,/api/upload,Attachments,P0,public_or_multi,YES,YES,Operational survival — workflow halts,routes/operational_attachments.py,182
backend_api,GET,/api/list,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/operational_attachments.py,306
backend_api,GET,/api/{attachment_id}/file,misc,P3,public_or_multi,no,YES,Secondary/admin — internal,routes/operational_attachments.py,326
backend_api,DELETE,/api/{attachment_id},misc,P3,public_or_multi,no,YES,Secondary/admin — internal,routes/operational_attachments.py,371
backend_api,GET,/api/fleet/_meta,Shop/Fleet,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/fleet_ops.py,311
backend_api,GET,/api/fleet/units,Shop/Fleet,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/fleet_ops.py,356
backend_api,POST,/api/fleet/inspections,Shop/Fleet,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/fleet_ops.py,412
backend_api,GET,/api/dispatch/fleet/status,Dispatch/Driver,P0,dispatch,YES,no,Operational survival — workflow halts,routes/fleet_ops.py,556
backend_api,GET,/api/shop/fleet/defects,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,routes/fleet_ops.py,642
backend_api,GET,/api/safety/fleet/emergency-equipment,Safety,P1,"pm,safety",YES,YES,Mission critical — significant degradation,routes/fleet_ops.py,670
backend_api,POST,/api/shop/fleet/defects/{defect_id}/acknowledge,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,routes/fleet_ops.py,693
backend_api,POST,/api/shop/fleet/defects/{defect_id}/repair,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,routes/fleet_ops.py,729
backend_api,POST,/api/dispatch/fleet/defects/{defect_id}/clear,Dispatch/Driver,P0,dispatch,YES,no,Operational survival — workflow halts,routes/fleet_ops.py,774
backend_api,POST,/api/dispatch/fleet/units/{unit_number}/oos,Dispatch/Driver,P0,dispatch,YES,no,Operational survival — workflow halts,routes/fleet_ops.py,819
backend_api,GET,/api/fleet/inspections/{inspection_id},Shop/Fleet,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/fleet_ops.py,867
backend_api,GET,/api/fleet/defects/{defect_id},Shop/Fleet,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/fleet_ops.py,879
backend_api,GET,/api/fleet/defects/{defect_id}/detail,Shop/Fleet,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/fleet_ops.py,890
backend_api,POST,/api/admin/fleet/migrate-kind-field,Shop/Fleet,P1,admin,no,no,Mission critical — significant degradation,routes/fleet_ops.py,938
backend_api,GET,/api/admin/fleet/severity-audit,Shop/Fleet,P1,admin,no,no,Mission critical — significant degradation,routes/fleet_ops.py,959
backend_api,GET,/api/admin/fleet/severity-reference-card.pdf,Shop/Fleet,P1,admin,no,no,Mission critical — significant degradation,routes/fleet_ops.py,1105
backend_api,GET,/api/shop/fleet/by-unit,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,routes/fleet_ops.py,1242
backend_api,GET,/api/recent,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/field_memory.py,209
backend_api,POST,/api/{note_id}/resolve,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/field_memory.py,268
backend_api,GET,/api/categories,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/promo_assets.py,109
backend_api,GET,/api/manifest.json,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/promo_assets.py,147
backend_api,GET,/api/{asset_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/promo_assets.py,249
backend_api,PATCH,/api/{asset_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/promo_assets.py,256
backend_api,DELETE,/api/{asset_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/promo_assets.py,271
backend_api,GET,/api/{asset_id}/download,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/promo_assets.py,283
backend_api,GET,/api/equipment/{master_id}/history,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/master_history.py,401
backend_api,GET,/api/employees/{master_id}/history,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/master_history.py,412
backend_api,GET,/api/equipment/{master_id}/history.csv,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/master_history.py,424
backend_api,GET,/api/employees/{master_id}/history.csv,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/master_history.py,441
backend_api,GET,/api/equipment/{master_id}/history.pdf,Shop/Fleet,P1,pm,no,no,Mission critical — significant degradation,routes/master_history.py,464
backend_api,GET,/api/employees/{master_id}/history.pdf,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/master_history.py,485
backend_api,GET,/api/project-health,PM,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/project_health.py,93
backend_api,GET,/api/preview,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/backup_verification_routes.py,31
backend_api,POST,/api/run-now,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/backup_verification_routes.py,38
backend_api,GET,/api/state,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/backup_verification_routes.py,67
backend_api,GET,/api/portals,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/training_center.py,492
backend_api,GET,/api/guides,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/training_center.py,509
backend_api,GET,/api/guide/{slug},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/training_center.py,528
backend_api,GET,/api/guide/{slug}/pdf,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/training_center.py,540
backend_api,POST,/api/seed,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/training_center.py,561
backend_api,POST,/api/guide,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/training_center.py,569
backend_api,PATCH,/api/guide/{slug},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/training_center.py,582
backend_api,DELETE,/api/guide/{slug},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/training_center.py,594
backend_api,GET,/api/shop/activity,Shop/Fleet,P1,shop,no,no,Mission critical — significant degradation,routes/shop_parts.py,80
backend_api,GET,/api/equipment-parts,Shop/Fleet,P1,"pm,shop",no,no,Mission critical — significant degradation,routes/shop_parts.py,115
backend_api,GET,/api/equipment-parts/{unit_number},Shop/Fleet,P1,"pm,shop",no,no,Mission critical — significant degradation,routes/shop_parts.py,121
backend_api,PUT,/api/equipment-parts/{unit_number},Shop/Fleet,P1,"pm,shop",no,no,Mission critical — significant degradation,routes/shop_parts.py,128
backend_api,DELETE,/api/equipment-parts/{unit_number},Shop/Fleet,P1,"pm,shop",no,no,Mission critical — significant degradation,routes/shop_parts.py,150
backend_api,GET,/api/admin/equipment-parts/status,Shop/Fleet,P1,"admin,pm,shop",no,no,Mission critical — significant degradation,routes/shop_parts.py,155
backend_api,POST,/api/admin/equipment-parts/upload,Shop/Fleet,P1,"admin,pm,shop",no,YES,Mission critical — significant degradation,routes/shop_parts.py,164
backend_api,POST,/api/equipment-parts/order,Shop/Fleet,P1,"pm,shop",no,no,Mission critical — significant degradation,routes/shop_parts.py,264
backend_api,POST,/api/dispatch/login,Auth,P0,dispatch,YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,153
backend_api,GET,/api/dispatch/me,Dispatch/Driver,P0,dispatch,YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,211
backend_api,POST,/api/dispatch/change-password,Dispatch/Driver,P0,dispatch,YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,215
backend_api,POST,/api/dispatch/forgot-password,Dispatch/Driver,P0,dispatch,YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,228
backend_api,POST,/api/dispatch/reset-password,Dispatch/Driver,P0,dispatch,YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,237
backend_api,GET,/api/admin/dispatch-users,Dispatch/Driver,P0,"admin,dispatch",YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,251
backend_api,POST,/api/admin/dispatch-users,Dispatch/Driver,P0,"admin,dispatch",YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,256
backend_api,PATCH,/api/admin/dispatch-users/{user_id},Dispatch/Driver,P0,"admin,dispatch",YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,266
backend_api,POST,/api/admin/dispatch-users/{user_id}/reset-password,Dispatch/Driver,P0,"admin,dispatch",YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,276
backend_api,POST,/api/admin/dispatch-users/{user_id}/impersonate,Dispatch/Driver,P0,"admin,dispatch",YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,284
backend_api,DELETE,/api/admin/dispatch-users/{user_id},Dispatch/Driver,P0,"admin,dispatch",YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,315
backend_api,GET,/api/dispatch/driver-qualification,Dispatch/Driver,P0,"dispatch,driver",YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,330
backend_api,GET,/api/dispatch/daily-reports,Dispatch/Driver,P0,dispatch,YES,no,Operational survival — workflow halts,routes/dispatch_portal_auth.py,365
backend_api,POST,/api/apply,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/date_audit.py,231
backend_api,POST,/api/inspections,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/safety.py,303
backend_api,GET,/api/inspections,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/safety.py,398
backend_api,GET,/api/inspections/{inspection_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/safety.py,437
backend_api,DELETE,/api/inspections/{inspection_id},misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/safety.py,447
backend_api,POST,/api/meetings,Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,455
backend_api,GET,/api/meetings,Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,467
backend_api,GET,/api/meetings/{meeting_id},Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,491
backend_api,DELETE,/api/meetings/{meeting_id},Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,501
backend_api,POST,/api/jhas,Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,509
backend_api,GET,/api/jhas,Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,521
backend_api,GET,/api/jhas/{jha_id},Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,545
backend_api,DELETE,/api/jhas/{jha_id},Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,555
backend_api,POST,/api/incidents,Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,563
backend_api,GET,/api/incidents,Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,652
backend_api,GET,/api/incidents/{incident_id},Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,684
backend_api,GET,/api/incidents.csv,Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,694
backend_api,DELETE,/api/incidents/{incident_id},Safety,P1,public_or_multi,YES,YES,Mission critical — significant degradation,routes/safety.py,740
backend_api,GET,/api/admin/notifications/digest,Admin,P2,admin,no,no,Operational support — non-blocking,routes/notifications.py,704
backend_api,GET,/api/safety/notifications/digest,Safety,P1,safety,YES,YES,Mission critical — significant degradation,routes/notifications.py,709
backend_api,GET,/api/hr/notifications/digest,HR/Payroll,P0,hr,YES,no,Operational survival — workflow halts,routes/notifications.py,713
backend_api,GET,/api/pm/notifications/digest,PM,P1,pm,no,no,Mission critical — significant degradation,routes/notifications.py,727
backend_api,GET,/api/dispatch/notifications/digest,Dispatch/Driver,P0,dispatch,YES,no,Operational survival — workflow halts,routes/notifications.py,740
backend_api,GET,/api/fl/notifications/digest,Notifications/Digest,P1,public_or_multi,no,no,Mission critical — significant degradation,routes/notifications.py,753
backend_api,GET,/api/hr/employees,HR/Payroll,P0,hr,YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,767
backend_api,POST,/api/hr/employees,HR/Payroll,P0,hr,YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,810
backend_api,PATCH,/api/hr/employees/{employee_id},HR/Payroll,P0,hr,YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,918
backend_api,POST,/api/hr/employees/{employee_id}/status,HR/Payroll,P0,hr,YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,968
backend_api,POST,/api/hr/employees/{employee_id}/reactivate,HR/Payroll,P0,hr,YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,1135
backend_api,GET,/api/hr/employees/{employee_id}/offboarding-summary,HR/Payroll,P0,hr,YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,1214
backend_api,GET,/api/hr/driver-qualification/dashboard,HR/Payroll,P0,"hr,driver",YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,1331
backend_api,GET,/api/hr/driver-qualification/dashboard.csv,HR/Payroll,P0,"hr,driver",YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,1469
backend_api,POST,/api/hr/driver-qualification/import/preview,HR/Payroll,P0,"hr,driver",YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,1590
backend_api,POST,/api/hr/driver-qualification/import/apply,HR/Payroll,P0,"hr,driver",YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,1696
backend_api,GET,/api/hr/driver-qualification/import/audit,HR/Payroll,P0,"hr,driver",YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,1865
backend_api,GET,/api/hr/driver-qualification/import/audit/{audit_id},HR/Payroll,P0,"hr,driver",YES,no,Operational survival — workflow halts,routes/employee_lifecycle.py,1875
backend_api,GET,/api/status,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/signature_migration.py,189
backend_api,POST,/api/migrate,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/signature_migration.py,235
backend_api,POST,/api/admin/compliance/scan,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1105
backend_api,POST,/api/admin/compliance/backfill-employee-links,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1111
backend_api,GET,/api/admin/compliance/findings,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1124
backend_api,GET,/api/admin/compliance/findings.csv,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1170
backend_api,GET,/api/admin/compliance/findings/{finding_id},Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1231
backend_api,POST,/api/admin/compliance/findings/{finding_id}/acknowledge,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1239
backend_api,POST,/api/admin/compliance/findings/{finding_id}/resolve,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1261
backend_api,GET,/api/admin/governance/summary,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1280
backend_api,GET,/api/admin/operational-inventory,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1359
backend_api,GET,/api/admin/operational-inventory/portals,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1369
backend_api,GET,/api/admin/operational-inventory/translation,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1377
backend_api,GET,/api/admin/operational-inventory/drift,Backup/R2,P0,admin,no,no,Operational survival — workflow halts,routes/governance.py,1385
backend_api,GET,/api/admin/guidance/search-misses,Admin,P2,admin,no,no,Operational support — non-blocking,routes/governance.py,1393
backend_api,GET,/api/template,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/fire_ext_bulk_import.py,180
backend_api,POST,/api/preview,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/fire_ext_bulk_import.py,204
backend_api,POST,/api/commit,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/fire_ext_bulk_import.py,309
backend_api,GET,/api/history,misc,P3,public_or_multi,no,no,Secondary/admin — internal,routes/fire_ext_bulk_import.py,384
backend_api,GET,/api/signatures,misc,P3,public_or_multi,no,YES,Secondary/admin — internal,routes/signatures.py,164
backend_api,POST,/api/signatures,misc,P3,public_or_multi,no,YES,Secondary/admin — internal,routes/signatures.py,187
backend_api,GET,/api/incidents,Safety,P1,safety,YES,YES,Mission critical — significant degradation,routes/safety_exports.py,99
backend_api,GET,/api/corrective-actions,misc,P3,safety,no,no,Secondary/admin — internal,routes/safety_exports.py,116
backend_api,GET,/api/inspections,misc,P3,safety,no,no,Secondary/admin — internal,routes/safety_exports.py,133
backend_api,GET,/api/training-records,misc,P3,safety,no,no,Secondary/admin — internal,routes/safety_exports.py,152
backend_api,GET,/api/training-expired,misc,P3,safety,no,no,Secondary/admin — internal,routes/safety_exports.py,168
backend_api,GET,/api/fire-extinguishers,misc,P3,safety,no,no,Secondary/admin — internal,routes/safety_exports.py,200
backend_api,GET,/api/employee-profiles,misc,P3,safety,no,no,Secondary/admin — internal,routes/safety_exports.py,222
backend_api,GET,/api/documents,misc,P3,safety,no,no,Secondary/admin — internal,routes/safety_exports.py,247
backend_api,GET,/api/project-safety,PM,P1,safety,no,no,Mission critical — significant degradation,routes/safety_exports.py,266
backend_api,GET,/api/executive,misc,P3,safety,no,no,Secondary/admin — internal,routes/safety_exports.py,300
