forensic_surface_id,surface_scope,included_in_hidden_detail_113,included_in_route_non_primary_165,included_in_route_forensic_169,included_in_broad_forensic_305,family,source_file,source_line,surface_type,route_or_launch_point,parent_or_context,intended_audience,entry_path,navigation_source,role_requirements,hidden_state,origin_classification,final_disposition,canonical_relationship,certification_or_blocker_status,evidence_strength,evidence_summary,risk_summary,notes
OVERLAY-073,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/iam/IamUserDetailDrawer.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/iam/IamUserDetailDrawer.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/iam/IamUserDetailDrawer.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-074,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/team/AssignmentHistoryDrawer.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/team/AssignmentHistoryDrawer.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/team/AssignmentHistoryDrawer.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-075,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/ui/sheet.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/ui/sheet.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/ui/sheet.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-076,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,data/training.js,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:data/training.js,MIGRATING,LEDGER_ONLY,Source-inventory overlay from data/training.js. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-077,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,design-system/MobileNavigation.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:design-system/MobileNavigation.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from design-system/MobileNavigation.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-078,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,index.js,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:index.js,MIGRATING,LEDGER_ONLY,Source-inventory overlay from index.js. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-079,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,lib/i18n.js,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:lib/i18n.js,MIGRATING,LEDGER_ONLY,Source-inventory overlay from lib/i18n.js. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-080,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,lib/tabulatedDataPrimer.js,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:lib/tabulatedDataPrimer.js,MIGRATING,LEDGER_ONLY,Source-inventory overlay from lib/tabulatedDataPrimer.js. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-081,overlay_surface,NO,NO,NO,YES,Administration,pages/AdminAssetThread.jsx,,Sheet_surface,Sheet,,Administration,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Administration,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/AdminAssetThread.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/AdminAssetThread.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-082,overlay_surface,NO,NO,NO,YES,Administration,pages/AdminGuide.jsx,,Sheet_surface,Sheet,,Administration,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Administration,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/AdminGuide.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/AdminGuide.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-083,overlay_surface,NO,NO,NO,YES,Administration,pages/AdminVendorThread.jsx,,Sheet_surface,Sheet,,Administration,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Administration,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/AdminVendorThread.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/AdminVendorThread.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-084,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/AllPostersPrint.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/AllPostersPrint.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/AllPostersPrint.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-085,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/CheatSheet.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/CheatSheet.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/CheatSheet.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-086,overlay_surface,NO,NO,NO,YES,Field Leadership,pages/FieldLeadershipDriverQualification.jsx,,Sheet_surface,Sheet,,Field Leadership,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Field Leadership,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/FieldLeadershipDriverQualification.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/FieldLeadershipDriverQualification.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-087,overlay_surface,NO,NO,NO,YES,Human Resources,pages/HrEmployees.jsx,,Sheet_surface,Sheet,,Human Resources,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Human Resources,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/HrEmployees.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/HrEmployees.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-088,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/Hub.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/Hub.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/Hub.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-089,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/PoRequests.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/PoRequests.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/PoRequests.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-090,overlay_surface,NO,NO,NO,YES,Safety Operations,pages/SafetyDocuments.jsx,,Sheet_surface,Sheet,,Safety Operations,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Safety Operations,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/SafetyDocuments.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/SafetyDocuments.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-091,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/Tasks.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/Tasks.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/Tasks.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-092,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/TrainingTrack.jsx,,Sheet_surface,Sheet,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/TrainingTrack.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/TrainingTrack.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Sheet
OVERLAY-093,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/HelpDrawer.jsx,,Drawer_surface,Drawer,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/HelpDrawer.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/HelpDrawer.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-094,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/admin/MaintainxDefectCoverageSection.jsx,,Drawer_surface,Drawer,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/admin/MaintainxDefectCoverageSection.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/admin/MaintainxDefectCoverageSection.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-095,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/dispatch/AssignmentDrawer.jsx,,Drawer_surface,Drawer,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/dispatch/AssignmentDrawer.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/dispatch/AssignmentDrawer.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-096,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/iam/IamStandardCells.jsx,,Drawer_surface,Drawer,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/iam/IamStandardCells.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/iam/IamStandardCells.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-097,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/iam/IamUserDetailDrawer.jsx,,Drawer_surface,Drawer,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/iam/IamUserDetailDrawer.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/iam/IamUserDetailDrawer.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-098,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/ui/drawer.jsx,,Drawer_surface,Drawer,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/ui/drawer.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/ui/drawer.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-099,overlay_surface,NO,NO,NO,YES,Human Resources,pages/HrEmployees.jsx,,Drawer_surface,Drawer,,Human Resources,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Human Resources,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/HrEmployees.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/HrEmployees.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-100,overlay_surface,NO,NO,NO,YES,Human Resources,pages/HrFieldLeadershipUsers.jsx,,Drawer_surface,Drawer,,Human Resources,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Human Resources,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/HrFieldLeadershipUsers.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/HrFieldLeadershipUsers.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-101,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/NewEquipmentInspection.jsx,,Drawer_surface,Drawer,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/NewEquipmentInspection.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/NewEquipmentInspection.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-102,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,pages/Tasks.jsx,,Drawer_surface,Drawer,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/Tasks.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from pages/Tasks.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-103,overlay_surface,NO,NO,NO,YES,Administration,pages/admin/AdminPeople.jsx,,Drawer_surface,Drawer,,Administration,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Administration,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:pages/admin/AdminPeople.jsx,IMPLEMENTED,LEDGER_ONLY,Source-inventory overlay from pages/admin/AdminPeople.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Drawer
OVERLAY-104,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/JobPicker.jsx,,Popover_surface,Popover,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/JobPicker.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/JobPicker.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Popover
OVERLAY-105,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/TopicPicker.jsx,,Popover_surface,Popover,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/TopicPicker.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/TopicPicker.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Popover
OVERLAY-106,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/daily-report-v3/UnitCombo.jsx,,Popover_surface,Popover,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/daily-report-v3/UnitCombo.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/daily-report-v3/UnitCombo.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Popover
OVERLAY-107,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/team/JobTeamRosterPanel.jsx,,Popover_surface,Popover,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/team/JobTeamRosterPanel.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/team/JobTeamRosterPanel.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Popover
OVERLAY-108,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/trench/EmployeePicker.jsx,,Popover_surface,Popover,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/trench/EmployeePicker.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/trench/EmployeePicker.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Popover
OVERLAY-109,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/ui/HelpTip.jsx,,Popover_surface,Popover,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/ui/HelpTip.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/ui/HelpTip.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Popover
OVERLAY-110,overlay_surface,NO,NO,NO,YES,Shared Operational Home and Public Entry,components/ui/popover.jsx,,Popover_surface,Popover,,Shared Operational Home and Public Entry,"Triggered from a host screen action, row, button, or workflow state",Workflow-internal interaction,Shared Operational Home and Public Entry,ACTIVE,INTENTIONAL_DIALOG_OR_OVERLAY,INTENTIONALLY_HIDDEN_AND_GOVERNED,OVERLAY_OF:components/ui/popover.jsx,MIGRATING,LEDGER_ONLY,Source-inventory overlay from components/ui/popover.jsx. Explicit interaction subset separately recorded in WP16_OVERLAY_AND_INTERACTION_REGISTER.md (28 exercised/partially exercised/blocked interaction rows).,Workflow-internal surfaces accumulate silently when they are not inventoried alongside routed pages.,Popover
