source_file,source_line,declared_route,owner,family,intended_audience,entry_path,navigation_source,role_requirements,intentionally_hidden,hidden_rationale,canonical_relationship,en_es_compliance,responsive_compliance,certification_evidence,governance_evidence
frontend/src/app/routing/AppRoutes.jsx,706,/admin/people,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/people (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,707,/admin/mfa,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED auth + EN/ES + responsive proof (2026-08-02),2026-08-02 Level 2 auth certification: MFA route renders correctly in EN/ES with clean responsive/auth behavior.
frontend/src/app/routing/AppRoutes.jsx,708,/admin/promo-assets,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/promo-assets (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,709,/admin/jobs,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin shell + EN/ES + responsive proof (2026-08-02),"2026-08-02 focused recertification sweep passed EN/ES verification, responsive checks (390/768/1440), and screenshot review after shared i18n/admin/shop/root fixes."
frontend/src/app/routing/AppRoutes.jsx,710,/admin/cost-registry,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/cost-registry (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,711,/admin/jobs/:projectNumber/team,Administration,Administration,Administrator / executive reviewer,Seeded admin deep-link proof 2026-08-02,"/admin/jobs/ME-CERT-2026/team (identifier discovered from certified parent route, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin deep-link + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration deep-link proof: seeded admin session opened `/admin/jobs/ME-CERT-2026/team` with operator-language compliance, EN/ES behavior, and responsive verification."
frontend/src/app/routing/AppRoutes.jsx,713,/admin/project-staffing,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/project-staffing (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,715,/admin/geofence-reconciliation,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/geofence-reconciliation (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,718,/admin/operations-dashboard,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,720,/admin/operations-control,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,721,/admin/operations-control/cases/:caseId,Administration,Administration,Administrator / executive reviewer,Seeded admin deep-link proof 2026-08-02,"/admin/operations-control/cases/9ad4becb-6bb7-4e1b-917e-98ad6275850c (identifier discovered from certified parent route, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin deep-link + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration deep-link proof: seeded admin session opened `/admin/operations-control/cases/9ad4becb-6bb7-4e1b-917e-98ad6275850c` with operator-language compliance, EN/ES behavior, and responsive verification."
frontend/src/app/routing/AppRoutes.jsx,722,/operations-control/cases,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/operations-control/cases (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,723,/operations-control/cases/:caseId,Administration,Administration,Administrator / executive reviewer,Seeded admin deep-link proof 2026-08-02,"/operations-control/cases/9ad4becb-6bb7-4e1b-917e-98ad6275850c (identifier discovered from certified parent route, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin deep-link + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration deep-link proof: seeded admin session opened `/operations-control/cases/9ad4becb-6bb7-4e1b-917e-98ad6275850c` with operator-language compliance, EN/ES behavior, and responsive verification."
frontend/src/app/routing/AppRoutes.jsx,725,/admin/asset-mapping,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/asset-mapping (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,726,/admin/asset-spine,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/asset-spine (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,727,/admin/equipment,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin shell + EN/ES + responsive proof (2026-08-02),"2026-08-02 focused recertification sweep passed EN/ES verification, responsive checks (390/768/1440), and screenshot review after shared i18n/admin/shop/root fixes."
frontend/src/app/routing/AppRoutes.jsx,728,/admin/email,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/email (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,729,/admin/training,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin shell + EN/ES + responsive proof (2026-08-02),"2026-08-02 focused recertification sweep passed EN/ES verification, responsive checks (390/768/1440), and screenshot review after shared i18n/admin/shop/root fixes."
frontend/src/app/routing/AppRoutes.jsx,730,/admin/compliance,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin shell + EN/ES + responsive proof (2026-08-02),"2026-08-02 focused recertification sweep passed EN/ES verification, responsive checks (390/768/1440), and screenshot review after shared i18n/admin/shop/root fixes."
frontend/src/app/routing/AppRoutes.jsx,731,/admin/system,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin shell + EN/ES + responsive proof (2026-08-02),"2026-08-02 focused recertification sweep passed EN/ES verification, responsive checks (390/768/1440), and screenshot review after shared i18n/admin/shop/root fixes."
frontend/src/app/routing/AppRoutes.jsx,732,/admin/ai-configuration,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/ai-configuration (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,733,/admin/integration-truth,Administration,Administration,Administrator / executive reviewer,Admin-only direct route,Admin-only diagnostics / readiness access,Administrator / executive reviewer,YES,Admin-only internal truth surface; not part of the operator navigation canon.,PRIMARY_INTERNAL_TOOL_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,734,/admin/preview-validation-identities,Administration,Administration,Administrator / executive reviewer,Admin-only direct route,Admin-only diagnostics / readiness access,Administrator / executive reviewer,YES,"Preview-identity verification tooling; valid for admin-only diagnostics, not primary operator movement.",PRIMARY_INTERNAL_TOOL_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,735,/admin/recovery,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/recovery (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,737,/admin/storage-recovery,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,739,/admin/ai-operations,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,740,/admin/communications,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,741,/admin/identity-security,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,742,/admin/trust-spine,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/trust-spine (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,743,/admin/governance-trust,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,745,/admin/platform-configuration,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,746,/admin/diagnostics,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,747,/admin/maintenance,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,748,/admin/platform-overview,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,/admin/platform-overview → /admin (browser proof 2026-08-02),Administrator / executive reviewer,YES,"Surface is reached from a parent list, card, or workflow with a runtime record id rather than from primary navigation.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED,Browser proof 2026-08-02: /admin/platform-overview redirects to /admin under authenticated admin shell (batch audit 20260802_031319).
frontend/src/app/routing/AppRoutes.jsx,749,/admin/recovery-stream,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/recovery-stream (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,750,/admin/jha-acknowledgements,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/jha-acknowledgements (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,751,/admin/command-center,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,752,/admin/database,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
frontend/src/app/routing/AppRoutes.jsx,753,/admin/integrations,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin shell + EN/ES + responsive proof (2026-08-02),"2026-08-02 focused recertification sweep passed EN/ES verification, responsive checks (390/768/1440), and screenshot review after shared i18n/admin/shop/root fixes."
frontend/src/app/routing/AppRoutes.jsx,754,/admin/dispatch,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin dispatch + EN/ES + responsive proof (2026-08-02),"2026-08-02 Level 2 transportation-adjacent certification: admin dispatch console passed EN/ES, responsive proof, and runtime checks as the admin-owned dispatch surface."
frontend/src/app/routing/AppRoutes.jsx,755,/admin/dls/shift-qr,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/dls/shift-qr (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,756,/admin/dls/day-1-debrief,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/dls/day-1-debrief (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,757,/admin/dls/week-1-debrief,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/dls/week-1-debrief (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,758,/admin/profile,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin shell + EN/ES + responsive proof (2026-08-02),"2026-08-02 focused recertification sweep passed EN/ES verification, responsive checks (390/768/1440), and screenshot review after shared i18n/admin/shop/root fixes."
frontend/src/app/routing/AppRoutes.jsx,759,/admin/operations-events,Administration,Administration,Administrator / executive reviewer,Admin family batch proof 2026-08-02,"/admin/operations-events (opened directly with seeded admin session, 2026-08-02)",Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440 + operator-language gate,"2026-08-02 Administration operator-language gate batch: shared-shell inheritance, route-specific content/actions, EN/ES localization, responsive 390/1440 behavior, and operator-language compliance verified with seeded admin session."
frontend/src/app/routing/AppRoutes.jsx,760,/admin/digest-config,Administration,Administration,Administrator / executive reviewer,Admin-shell batch audit 2026-08-02 with seeded multi-login session,Direct seeded admin open during shared-shell family audit,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent deep-certified interactive admin controls, EN/ES behavior, shared shell inheritance, and 390/1920 responsive behavior with no blocking defects."
frontend/src/app/routing/AppRoutes.jsx,761,/admin/operational-intelligence,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent deep-certified interactive admin controls, EN/ES behavior, shared shell inheritance, and 390/1920 responsive behavior with no blocking defects."
frontend/src/app/routing/AppRoutes.jsx,762,/admin/operational-intelligence/recipients,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent deep-certified interactive admin controls, EN/ES behavior, shared shell inheritance, and 390/1920 responsive behavior with no blocking defects."
frontend/src/app/routing/AppRoutes.jsx,763,/admin/system-health,Administration,Administration,Administrator / executive reviewer,Discovery path pending explicit click-proof,Path proof pending,Administrator / executive reviewer,NO,"Not intentionally hidden; this is a primary, public, or direct authenticated entry surface.",PRIMARY_ROUTE,CERTIFIED,CERTIFIED,CERTIFIED admin batch auth + EN/ES + 390/1440,"2026-08-02 Administration archetype batch: seeded admin session + auto_frontend_testing_agent verified shared admin-shell inheritance, route-specific content/actions, EN/ES localization, and 390/1920 responsive behavior with no horizontal overflow."
