route,portal,page_component,shell_implementation,header_implementation,logo_asset,rendered_logo_dimensions,header_height,background_treatment,primary_colors,font_family,title_size,body_size,content_width,left_right_padding,card_style,button_style,form_style,sidebar_style,responsive_behavior,duplicate_components_used,hard_coded_styling,known_exceptions,remediation_action,visual_drift_categories
/operations-control/cases,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/operations-control/cases/:caseId,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/asset-mapping,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/asset-spine,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/equipment,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/email,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/training,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/compliance,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/system,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/ai-configuration,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/integration-truth,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/preview-validation-identities,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/recovery,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/storage-recovery,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/ai-operations,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/communications,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/identity-security,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/trust-spine,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance-trust,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/platform-configuration,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/diagnostics,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/maintenance,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/platform-overview,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/recovery-stream,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/jha-acknowledgements,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/command-center,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/database,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/integrations,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/dispatch,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/dls/shift-qr,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/dls/day-1-debrief,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/dls/week-1-debrief,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/profile,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/operations-events,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/digest-config,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/operational-intelligence,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/operational-intelligence/recipients,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/system-health,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/audit-log,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/scheduler-runs,Admin,AdminSchedulerRuns,LegacyAdminModernShell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Flat slate background,"red,amber,emerald,slate",mixed/local,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,,yes,none documented,Collapse wrapper into canonical PortalShell and remove duplicate shell layer (LegacyAdminModernShell),tables; typography
/admin/legacy-imports,Admin,AdminLegacyImports,LegacyAdminModernShell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Flat slate background,"red,amber,emerald,slate",font-display + mono + sans tokens,pending live measurement,pending live measurement,max-w-6xl,pending live measurement,mixed/local,canonical button set,route-local / n/a,none/local,pending viewport certification,custom-dialog,yes,none documented,Collapse wrapper into canonical PortalShell and remove duplicate shell layer (LegacyAdminModernShell),certification pending
/admin/sessions,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/guidance-coverage,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/operational-inventory,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/notifications,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/overview,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/organization,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/identities,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/roles,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/permissions,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/policies,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/approval-flows,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/delegations,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/separation-of-duties,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/authority,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/emergency-overrides,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/decisions,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/audit,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/registry,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/versions,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/health,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/legacy-health,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/project-identity,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/governance/self-protection,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/compliance-findings,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/operational-language,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/guidance,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/guidance/section/:sectionId,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/guidance/:articleId,Shared/Public,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/deploy-recovery,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/assets/:assetId,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/asset-admin,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/driver-intel/:driverKey,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
/admin/equipment/:id/history,Admin,unresolved,Route-local shell,Minimal / inherited,none/unknown,pending screenshot certification,pending screenshot certification,Mixed / local,pending,mixed/local,pending live measurement,pending live measurement,fluid/mixed,pending live measurement,mixed/local,native/mixed,route-local / n/a,none/local,pending viewport certification,,minimal,none documented,Move route to PortalShell / PortalLoginShell / FormShell and remove local header/footer,certification pending
