status,path,class,package,runtime_impact,data_impact,permission_impact,rollback_impact,certification_evidence
A,backend_test_wp18c4.py,generated artifact,WP18C4,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C4 closeout docs + matching backend tests
A,backend_test_wp18c4_results.json,documentation-only,WP18C4,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C4 closeout docs + matching backend tests
A,backend_test_wp18c5.py,generated artifact,WP18C5,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C5 closeout docs + matching backend tests
A,backend_test_wp18c6.py,generated artifact,WP18C6,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C6 closeout docs + matching backend tests
A,backend_test_wp18c6_results.json,documentation-only,WP18C6,No direct runtime impact,None or indirect,No known permission model change,Revert file only,WP18C6 closeout docs + matching backend tests
M,backend_test_wp_oppc_14.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,backend_test_wp_oppc_14f.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,backup_recovery_hardening_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,batch1_final_backend_verification.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,bcss_checkpoint3_smoke_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,bcss_d02_verification_summary.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,bcss_release2_stability_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,bcss_release2_stability_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,bcss_release2_stability_verification_report.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,bcss_wave3_family2_occ_trust_events_phaseb_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,c2_blocker_followup_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,c2_blocker_followup_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,c2_blocker_remediation_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,c2_blocker_remediation_test_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,c2_deployment_version_visibility_report.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,c2_final_authorization_backend_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
M,c2_final_authorization_backend_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Test evidence only
M,c2_phase2_deep_investigation.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,c2_phase2_final_report.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,c2_phase2_readiness_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,checkpoint7_verification.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,consolidated_final_ledger.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,consolidated_final_ledger.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,daily_report_ai_backend_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,daily_report_ai_backend_test_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,daily_report_anonymous_public_api_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,daily_report_anonymous_public_api_test_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,daily_report_anonymous_public_backend_cert.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,daily_report_canonical_workflow_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,daily_report_canonical_workflow_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Test evidence only
M,daily_report_certification_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,daily_report_certification_summary.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,daily_report_remaining_backend_cert.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,daily_report_remaining_backend_cert_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,design_guidelines.json,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,dispatch_auth_verification.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
M,dispatch_auth_verification_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
M,docs/archive/testing-evidence/test_result.md,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,docs/performance/performance_baseline.json,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,family_3d1_test_results.json,documentation-only,Cross-release / infra,No direct runtime impact,None or indirect,No known permission model change,Revert file only,Documentation or legacy evidence
M,fl_auth_deep_dive.py,generated artifact,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Documentation or legacy evidence
M,fl_portal_directory_auth_test.py,test-only,Cross-release / infra,No direct runtime impact,None or indirect,Touches auth/role or admin visibility,Revert file only,Test evidence only
M,frontend/src/app/admin/domainMapV3.js,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/app/routing/AppRoutes.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/app/routing/legacyRedirects.js,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/AdminAccessControlPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/AdminEmailRoutingPanel.jsx,frontend,WP18CX,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,WP18CX closeout docs + iterations 117-121
M,frontend/src/components/AdminGlobalSearch.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/AdminJobMasterPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/AdminSafetyFormsPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/AdminShell.jsx,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend/src/components/AdminUnifiedDirectoryPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/AsyncSearchableSelect.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/AutoEmailRoutingPanel.jsx,frontend,WP18CX,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP18CX closeout docs + iterations 117-121
M,frontend/src/components/BackLink.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/CalculatorUsageCard.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/CanonicalCard.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/CanonicalHeader.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/CanonicalInspectionSections.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/ComplianceExportPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/DailyReportLifecyclePanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/DrV2ApprovedReportsPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/EmailReportDialog.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/EmailRoutingV2Panel.jsx,frontend,WP18CX,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP18CX closeout docs + iterations 117-121
M,frontend/src/components/EmployeeCombo.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/EmptyState.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/EnvBanner.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/EquipmentCombo.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/EquipmentMasterPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/ExpirationsSummary.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/FlUserCombo.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/ForgedOpsAttribution.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/FormPasswordGate.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/FormSection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/FormShell.jsx,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend/src/components/GlobalSearch.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/HelpTip.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/HrPageShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/JobFolderList.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/JobPicker.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/LangToggle.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/MasciLogo.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/MasterListPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/MasterLookupCombobox.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/NotificationBell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/OperationalCoachingStrip.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/PayrollVarianceLifecyclePanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/PhotoZipDownload.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/PlatformTrustDashboard.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/PlatformTrustValidator.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/PmShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/PortalLoginShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/PortalSwitcher.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/ProgressRail.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/RestoreBackupPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/RoutingStatusPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/SafetyShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/SearchableSelect.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/SectionHeading.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/SectionTile.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/ShareFormDialog.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/SignaturePad.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/SmartUnitClassificationChip.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/SubmitLangBadge.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/SubmitReviewPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/TrenchBoxTabulatedLibrary.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/admin/AdminBreadcrumb.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/admin/AdminRouteShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/admin/CommandPalette.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/admin/LastActivityLine.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/admin/LegacyAdminModernShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/admin/LegacyMovedBanner.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/admin/sidebar/SideNavV3.jsx,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend/src/components/admin/sidebar/domainMap.js,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend/src/components/admin/trust/DomainLandingShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/admin/trust/TrustPrimitives.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,Touches auth/role or admin visibility,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/daily-report-v3/CompetentPersonCombo.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/daily-report-v3/DailyReportV3ExcavationSection.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/daily-report-v3/SectionProjectConditions.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/daily-report-v3/sections.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/detail/DetailPageHero.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/dispatch/DispatchDecisionChip.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/dispatch/sidebar/DispatchSideNavV2.jsx,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
M,frontend/src/components/field_memory/FieldMemoryGlance.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/header/HeaderIdentityContext.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/hr/sidebar/HrSideNavV2.jsx,frontend,WP17,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP17 closeout docs + UI regression evidence
A,frontend/src/components/icons/AppIcon.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/icons/semanticRegistry.js,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/oa/CoachingPanel.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/odr/OdrTrustBanner.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/operational/OperationalTimelineSidecar.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
A,frontend/src/components/operational_intelligence/GovernedMetricCard.jsx,frontend,WP18C6,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP18C6 closeout docs + matching backend tests
A,frontend/src/components/operational_intelligence/OperationalIntelligenceSnapshotWorkspace.jsx,frontend,WP18C6,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP18C6 closeout docs + matching backend tests
M,frontend/src/components/operational_intelligence/OperationalThreadPage.jsx,frontend,WP18C6,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP18C6 closeout docs + matching backend tests
A,frontend/src/components/operational_intelligence/ResourceTable.jsx,frontend,WP18C6,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,WP18C6 closeout docs + matching backend tests
A,frontend/src/components/operations/OperationsControlShell.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/pm/PmJobsRead.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
M,frontend/src/components/pm/command/PmProjectFirstHome.jsx,frontend,Cross-release / infra,UI/route/operator experience changes in deployed bundle,No direct data write; affects submitted payloads and user flows,No known permission model change,Revert code + restart affected services,Documentation or legacy evidence
