Permanent surface ID,Portal/family,Route or launch point,Parent route,Surface type,Active/hidden/detail/public/external state,Current visual generation,Current shell,Current header,Current sidebar/navigation,Current background,Current component family,Current icon family,Current terminology,Current coaching,Current footer,Current mobile state,Current functional status,Current runtime errors,WP-17B disposition,Required migration action,Required functional repair,Target canonical components,Files affected,Dependencies,Status,Evidence,Final certification
ROUTE-0338,safety,/safety-portal/meetings/:id,/safety-portal/meetings,detail_route,DETAIL,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0339,safety,/safety-portal/audits,/safety-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0340,safety,/safety-portal/forms-records,/safety-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0341,safety,/safety-portal/reports,/safety-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0342,safety,/safety-portal/library,/safety-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0343,safety,/safety-portal/employees,/safety-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0344,safety,/safety-portal/digest,/safety-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0345,safety,/safety-portal/inspections,/safety-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0346,safety,/safety-portal/inspections/:id,/safety-portal/inspections,detail_route,DETAIL,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0347,safety,/safety-portal/jha-plans,/safety-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0348,safety,/safety-portal/driver/:driverKey,/safety-portal/driver,detail_route,DETAIL,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0349,hr,/hr/safety-records,/hr,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Under active convergence repair,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,FIRST_WAVE_REPAIR_AND_CONVERGENCE,Repair partial shell migration and inconsistent detail/form/list behavior,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,MIGRATING,Imported from WP17C ledger · Shared shell/token convergence wave active · Executive first-priority repair wave · app/routing/AppRoutes.jsx,PENDING
ROUTE-0350,dispatch,/dispatch-portal/login,/dispatch-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,DispatchLogin,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0351,field_leadership,/leadership/login,/leadership,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,FieldLeadershipPortalLogin,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0352,dispatch,/dispatch-portal/forgot-password,/dispatch-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,DispatchForgotPassword,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0353,dispatch,/dispatch-portal/reset/:token,/dispatch-portal/reset,detail_route,DETAIL,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,DispatchResetPassword,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0354,dispatch,/dispatch-portal/change-password,/dispatch-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0355,dispatch,/dispatch-portal,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0356,dispatch,/dispatch-portal/hub_legacy,/dispatch-portal,hidden_companion_route,HIDDEN,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Intentionally hidden or internal,None observed in current wave or pending inspection,MERGE_OR_RETIRE,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,HIDDEN,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0357,dispatch,/dispatch-portal/hub_v2,/dispatch-portal,hidden_companion_route,HIDDEN,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Intentionally hidden or internal,None observed in current wave or pending inspection,MERGE_OR_RETIRE,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,HIDDEN,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0358,dispatch,/dispatch-portal/board,/dispatch-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0359,dispatch,/dispatch-portal/command,/dispatch-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0360,dispatch,/dispatch-portal/fleet,/dispatch-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0361,dispatch,/dispatch-portal/map,/dispatch-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0362,dispatch,/dispatch-portal/haul-ledger,/dispatch-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0363,dispatch,/dispatch-portal/driver-qualification,/dispatch-portal,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0364,dispatch,/dispatch-portal/driver/:driverKey,/dispatch-portal/driver,detail_route,DETAIL,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0365,training_guidance,/training,/,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,TrainingHub,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0366,training_guidance,/training-hub,/,redirect_route,ACTIVE,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,Navigate,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,CANONICALIZE_REDIRECT,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,REDIRECTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0367,training_guidance,/training/:track,/training,detail_route,DETAIL,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,TrainingTrack,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0368,training_guidance,/training/:track/poster,/training/:track,detail_route,DETAIL,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,TrainingQrPoster,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0369,training_guidance,/training/:track/packet,/training/:track,detail_route,DETAIL,WP17D_CANONICAL_WAVE,Legacy or portal-specific shell,Canonical glass header,Mixed or contextual navigation,Layered light base + navy grid + restrained glass,TrainingPacketDownload,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Mixed footer treatment,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,KEEP_HIDDEN_DETAIL,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_DETAIL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0370,admin,/admin/training-videos,/admin,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
ROUTE-0371,admin,/admin/deploy-readiness,/admin,route_screen,ACTIVE,WP17D_CANONICAL_WAVE,PortalShell (canonical wp17d wave),Canonical glass header,Canonical sidebar in wave migration,Layered light base + navy grid + restrained glass,route_element,lucide-react (canonical wrapper convergence),ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,Canonical footer boundary in wave rollout,Canonical responsive shell in wave rollout,Operational; convergence verification pending,None observed in current wave or pending inspection,MIGRATE_IN_WP17D,PORTAL_MIGRATION,Inspect and repair defects encountered during migration,WP17C_CANONICAL_PAGE,app/routing/AppRoutes.jsx,PortalShell + tokens + navigation canon,IMPLEMENTED,Imported from WP17C ledger · Shared shell/token convergence wave active · app/routing/AppRoutes.jsx,PENDING
