Surface ID,Portal/family,Route,Surface type,Parent route,Navigation location,Hidden/detail/public status,WP-17B disposition,Current component family,Target component family,Information-architecture action,Navigation action,Design action,Terminology action,Coaching action,White-label action,Responsive action,Dependency,Current status,Files affected,Evidence reference,Final certification status
ROUTE-0319,field_leadership,/field-leadership/portal/change-password,route_screen,/field-leadership/portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0320,field_leadership,/field-leadership/portal/dashboard,route_screen,/field-leadership/portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0321,field_leadership,/field-leadership/portal,route_screen,/field-leadership,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0322,field_leadership,/field-leadership/portal/driver-qualification,route_screen,/field-leadership/portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0323,safety,/safety-portal/login,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,SafetyLogin,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0324,safety,/safety-portal/forgot-password,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,SafetyForgotPassword,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0325,safety,/safety-portal/reset/:token,detail_route,/safety-portal/reset,route_tree,DETAIL,KEEP_HIDDEN_DETAIL,SafetyResetPassword,WP17C_CANONICAL_DETAIL_PAGE,STANDARDIZE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0326,safety,/safety-portal/change-password,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0327,safety,/safety-portal,route_screen,/,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0328,safety,/safety-portal/hub_legacy,hidden_companion_route,/safety-portal,route_tree,HIDDEN,MERGE_OR_RETIRE,route_element,WP17C_CANONICAL_PAGE,MERGE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0329,safety,/safety-portal/hub_v2,hidden_companion_route,/safety-portal,route_tree,HIDDEN,MERGE_OR_RETIRE,route_element,WP17C_CANONICAL_PAGE,MERGE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0330,safety,/safety-portal/fleet,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0331,safety,/safety-portal/corrective-actions,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0332,safety,/safety-portal/fire-extinguishers,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0333,safety,/safety-portal/fire-extinguishers/import,route_screen,/safety-portal/fire-extinguishers,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0334,safety,/safety-portal/documents,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0335,safety,/safety-portal/training,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0336,safety,/safety-portal/incidents,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0337,safety,/safety-portal/incidents/:id,detail_route,/safety-portal/incidents,route_tree,DETAIL,KEEP_HIDDEN_DETAIL,route_element,WP17C_CANONICAL_DETAIL_PAGE,STANDARDIZE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0338,safety,/safety-portal/meetings/:id,detail_route,/safety-portal/meetings,route_tree,DETAIL,KEEP_HIDDEN_DETAIL,route_element,WP17C_CANONICAL_DETAIL_PAGE,STANDARDIZE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0339,safety,/safety-portal/audits,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0340,safety,/safety-portal/forms-records,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0341,safety,/safety-portal/reports,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0342,safety,/safety-portal/library,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0343,safety,/safety-portal/employees,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0344,safety,/safety-portal/digest,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0345,safety,/safety-portal/inspections,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0346,safety,/safety-portal/inspections/:id,detail_route,/safety-portal/inspections,route_tree,DETAIL,KEEP_HIDDEN_DETAIL,route_element,WP17C_CANONICAL_DETAIL_PAGE,STANDARDIZE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0347,safety,/safety-portal/jha-plans,route_screen,/safety-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0348,safety,/safety-portal/driver/:driverKey,detail_route,/safety-portal/driver,route_tree,DETAIL,KEEP_HIDDEN_DETAIL,route_element,WP17C_CANONICAL_DETAIL_PAGE,STANDARDIZE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0349,hr,/hr/safety-records,route_screen,/hr,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0350,dispatch,/dispatch-portal/login,route_screen,/dispatch-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,DispatchLogin,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0351,field_leadership,/leadership/login,route_screen,/leadership,route_tree,PUBLIC,MIGRATE_IN_WP17D,FieldLeadershipPortalLogin,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0352,dispatch,/dispatch-portal/forgot-password,route_screen,/dispatch-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,DispatchForgotPassword,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0353,dispatch,/dispatch-portal/reset/:token,detail_route,/dispatch-portal/reset,route_tree,DETAIL,KEEP_HIDDEN_DETAIL,DispatchResetPassword,WP17C_CANONICAL_DETAIL_PAGE,STANDARDIZE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0354,dispatch,/dispatch-portal/change-password,route_screen,/dispatch-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0355,dispatch,/dispatch-portal,route_screen,/,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0356,dispatch,/dispatch-portal/hub_legacy,hidden_companion_route,/dispatch-portal,route_tree,HIDDEN,MERGE_OR_RETIRE,route_element,WP17C_CANONICAL_PAGE,MERGE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0357,dispatch,/dispatch-portal/hub_v2,hidden_companion_route,/dispatch-portal,route_tree,HIDDEN,MERGE_OR_RETIRE,route_element,WP17C_CANONICAL_PAGE,MERGE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0358,dispatch,/dispatch-portal/board,route_screen,/dispatch-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0359,dispatch,/dispatch-portal/command,route_screen,/dispatch-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0360,dispatch,/dispatch-portal/fleet,route_screen,/dispatch-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0361,dispatch,/dispatch-portal/map,route_screen,/dispatch-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0362,dispatch,/dispatch-portal/haul-ledger,route_screen,/dispatch-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0363,dispatch,/dispatch-portal/driver-qualification,route_screen,/dispatch-portal,route_tree,PUBLIC,MIGRATE_IN_WP17D,route_element,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0364,dispatch,/dispatch-portal/driver/:driverKey,detail_route,/dispatch-portal/driver,route_tree,DETAIL,KEEP_HIDDEN_DETAIL,route_element,WP17C_CANONICAL_DETAIL_PAGE,STANDARDIZE,SEARCH_ONLY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0365,training_guidance,/training,route_screen,/,route_tree,PUBLIC,MIGRATE_IN_WP17D,TrainingHub,WP17C_CANONICAL_PAGE,STANDARDIZE,CANONICAL_ENTRY,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
ROUTE-0366,training_guidance,/training-hub,redirect_route,/,route_tree,PUBLIC,CANONICALIZE_REDIRECT,Navigate,WP17C_CANONICAL_PAGE,STANDARDIZE,REDIRECT_ALIAS,STANDARDIZE_FOUNDATION,ALIGN_TO_WP17B_TERMINOLOGY,ADD_CONTEXTUAL_HELP_WHERE_REQUIRED,TOKENIZE_ONLY,DEFERRED_TO_WP17D,PortalShell + tokens + navigation canon,DEFERRED_TO_17D,app/routing/AppRoutes.jsx,WP17B_PLATFORM_MASTER_INVENTORY.md · route census,PENDING
