loc,route,label,class,concept,owner,disposition
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:125,OperationalHealthDashboardShell,operational-health-module-catalog,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:147,OperationalHealthDashboardShell,operational-health-meta-row,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:153,OperationalHealthDashboardShell,operational-health-state-split,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:154,OperationalHealthDashboardShell,operational-health-certification-card,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:156,OperationalHealthDashboardShell,operational-health-certification-state,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:158,OperationalHealthDashboardShell,operational-health-certification-certified-at,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:159,OperationalHealthDashboardShell,operational-health-certification-commit,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:160,OperationalHealthDashboardShell,operational-health-certification-evidence,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:161,OperationalHealthDashboardShell,operational-health-certification-reasoning,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:164,OperationalHealthDashboardShell,operational-health-live-card,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:168,OperationalHealthDashboardShell,operational-health-determination,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:171,OperationalHealthDashboardShell,operational-health-evaluated-at,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:172,OperationalHealthDashboardShell,operational-health-primary-reason,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:177,OperationalHealthDashboardShell,operational-health-driver-inventory,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:178,OperationalHealthDashboardShell,operational-health-red-drivers,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:184,OperationalHealthDashboardShell,operational-health-amber-watchlist,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:200,OperationalHealthDashboardShell,operational-health-quick-links,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:217,OperationalHealthDashboardShell,operational-health-error-banner,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:222,OperationalHealthDashboardShell,operational-health-filter-panel,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:230,OperationalHealthDashboardShell,operational-health-search,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:232,OperationalHealthDashboardShell,operational-health-status-filters,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:249,OperationalHealthDashboardShell,operational-health-loading-banner,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:254,OperationalHealthDashboardShell,operational-health-status-engine,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:256,OperationalHealthDashboardShell,operational-health-status-engine-policy,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:273,OperationalHealthDashboardShell,operational-health-golden-path,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:276,OperationalHealthDashboardShell,operational-health-golden-path-table,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:303,OperationalHealthDashboardShell,operational-health-exemptions,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:308,OperationalHealthDashboardShell,operational-health-exemptions-summary,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:312,OperationalHealthDashboardShell,operational-health-exemptions-table,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:335,OperationalHealthDashboardShell,operational-health-history-row,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:336,OperationalHealthDashboardShell,operational-health-trends,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:353,OperationalHealthDashboardShell,operational-health-cert-history,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:366,OperationalHealthDashboardShell,operational-health-sections,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/daily-report/EquipmentDetectedToday.jsx:147,EquipmentDetectedToday,equipment-detected-counts,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/DailyReportV3ExcavationSection.jsx:236,DailyReportV3ExcavationSection,exc-utility-damage-warning,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/daily-report-v3/DailyReportV3ExcavationSection.jsx:243,DailyReportV3ExcavationSection,exc-utilities-notes,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/daily-report-v3/SectionProjectConditions.jsx:224,SectionProjectConditions,dr-v3-location-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/daily-report-v3/sections.jsx:632,sections,dr-v3-crew-totals,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:642,sections,dr-v3-crew-total-hours,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:663,sections,dr-v3-crew-total-by-code,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:828,sections,dr-v3-eq-totals,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:838,sections,dr-v3-eq-total-run,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:845,sections,dr-v3-eq-total-idle,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:854,sections,dr-v3-eq-util,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/daily-report-v3/sections.jsx:867,sections,dr-v3-eq-issues-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:1032,sections,dr-v3-sub-totals,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:1249,sections,dr-v3-work-block-preview-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:1801,sections,dr-v3-photo-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/daily-report-v3/sections.jsx:1837,sections,dr-v3-attachments-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/dispatch/AssignmentDrawer.jsx:576,AssignmentDrawer,revise-load-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/dispatch/DispatchDecisionChip.jsx:169,DispatchDecisionChip,dispatch-decision-watch-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/dispatch/DispatchEquipmentMaintenanceIndicator.jsx:45,DispatchEquipmentMaintenanceIndicator,dispatch-mx-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/dispatch/PmHaulActivityTile.jsx:153,PmHaulActivityTile,<Stat,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/dispatch/command/HaulBoard.jsx:105,HaulBoard,haul-integration-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/dispatch/command/ShopFeedBoard.jsx:102,ShopFeedBoard,shop-summary-counts,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/dispatch/command/ShopFeedBoard.jsx:230,ShopFeedBoard,shop-integration-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/hr/HrComplianceAtRiskWidget.jsx:100,HrComplianceAtRiskWidget,hr-compliance-at-risk-widget,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/components/hr/HrComplianceAtRiskWidget.jsx:121,HrComplianceAtRiskWidget,hr-compliance-at-risk-summary,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/components/hr/HrComplianceAtRiskWidget.jsx:126,HrComplianceAtRiskWidget,hr-compliance-at-risk-rows,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/components/hr/HrComplianceAtRiskWidget.jsx:156,HrComplianceAtRiskWidget,hr-compliance-at-risk-open-all,KPI_CONCEPT,compliance_rate,kpi_percent_complete.compliance_rate,RECONCILED_KPI
frontend/src/components/operations-map/AssetCardSheet.jsx:142,AssetCardSheet,ops-map-asset-sheet-health,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/operations-map/MapFilterRail.jsx:71,MapFilterRail,ops-map-status-legend,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/operations_transportation_integration.jsx:327,operations_transportation_integration,ops-tx-health-widget-loading,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/operations_transportation_integration.jsx:337,operations_transportation_integration,ops-tx-health-widget-error,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/operations_transportation_integration.jsx:351,operations_transportation_integration,ops-tx-health-widget,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/operations_transportation_integration.jsx:362,operations_transportation_integration,ops-tx-health-widget-link,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/operations_transportation_integration.jsx:429,operations_transportation_integration,ops-tx-closeout-complete,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/pm/PmJobsRead.jsx:77,PmJobsRead,pm-jobs-read-total,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/pm/schedule/ScheduleActualsWorkspace.jsx:29,ScheduleActualsWorkspace,pm-project-schedule-actuals-count-badge,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/pm/schedule/ScheduleDailyWorkPlanPanel.jsx:36,ScheduleDailyWorkPlanPanel,pm-project-schedule-daily-plan-status-select,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/pm/schedule/ScheduleDailyWorkPlanPanel.jsx:44,ScheduleDailyWorkPlanPanel,pm-project-schedule-daily-plan-item-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/project_controls/ForecastingCommitmentsWorkspace.jsx:192,ForecastingCommitmentsWorkspace,forecast-commitment-status-input,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/project_controls/PortfolioIntelligenceWorkspace.jsx:187,PortfolioIntelligenceWorkspace,portfolio-attention-total,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/project_controls/PortfolioIntelligenceWorkspace.jsx:433,PortfolioIntelligenceWorkspace,portfolio-intelligence-hero-project-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/project_controls/PortfolioIntelligenceWorkspace.jsx:437,PortfolioIntelligenceWorkspace,portfolio-intelligence-hero-generated-at,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/components/project_controls/PortfolioIntelligenceWorkspace.jsx:455,PortfolioIntelligenceWorkspace,portfolio-cache-status-banner,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/project_controls/PortfolioIntelligenceWorkspace.jsx:626,PortfolioIntelligenceWorkspace,portfolio-project-filter-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/components/submission/SubmissionConfirmation.jsx:148,SubmissionConfirmation,submission-confirmation-processing-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/components/trench/TrenchSafetyOnProjectPanel.jsx:78,TrenchSafetyOnProjectPanel,trench-on-project-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/design-system/PortalShell.jsx:244,PortalShell,ds-portal-shell-utility-rail-card,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/design-system/PortalShell.jsx:252,PortalShell,ds-portal-shell-utility-controls,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AdminSchedulerRuns.jsx:185,AdminSchedulerRuns,scheduler-runs-stat-total,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/AssetTransfers.jsx:484,AssetTransfers,"<KV k=""Transfer #"" v={doc.doc_id || doc.id} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:491,AssetTransfers,"<KV k=""Equipment"" v={`${doc.equipment_unit_id || doc.equipme",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:492,AssetTransfers,"<KV k=""From"" v={`${doc.from_project_number || ""—""}${doc.from",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:493,AssetTransfers,"<KV k=""To"" v={`${doc.to_project_number}${doc.to_location_lab",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:494,AssetTransfers,"<KV k=""Requested by"" v={doc.requested_by} />",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:495,AssetTransfers,"{doc.reason && <KV k=""Reason"" v={doc.reason} />}",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:496,AssetTransfers,"{doc.rejection_reason && <KV k=""Rejection reason"" v={doc.rej",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:497,AssetTransfers,"<KV k=""Created"" v={String(doc.created_at).slice(0, 16).repla",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:498,AssetTransfers,"{doc.approved_at && <KV k=""Approved"" v={String(doc.approved_",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:499,AssetTransfers,"{doc.in_transit_at && <KV k=""In transit"" v={String(doc.in_tr",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:500,AssetTransfers,"{doc.received_at && <KV k=""Received"" v={String(doc.received_",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/AssetTransfers.jsx:501,AssetTransfers,"{doc.closed_at && <KV k=""Closed"" v={String(doc.closed_at).sl",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ConstraintDetail.jsx:160,ConstraintDetail,constraint-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/Constraints.jsx:135,Constraints,filter-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/DailyReportsDashboard.jsx:206,DailyReportsDashboard,daily-report-count-label,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/DesignSystemDemo.jsx:150,DesignSystemDemo,ds-demo-status-grid,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/DispatchCommandCenter.jsx:238,DispatchCommandCenter,overview-asset-health-card,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/DispatchHub.jsx:365,DispatchHub,dh-tab-utilization,KPI_CONCEPT,utilization,kpi_percent_complete.utilization_percent/storage_capacity_truth,RECONCILED_KPI
frontend/src/pages/DispatchHub.jsx:410,DispatchHub,ds-utility-row,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/DocumentExpirations.jsx:151,DocumentExpirations,docexp-status-filter,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/EmployeeLifecycleQualifications.jsx:181,EmployeeLifecycleQualifications,qual-form-completed,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/EmployeeProfile.jsx:242,EmployeeProfile,employee-profile-days-tenure,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/EmployeeProfile.jsx:374,EmployeeProfile,employee-profile-category-counts,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/ExecutiveCaseReport.jsx:307,ExecutiveCaseReport,exec-report-capa-totals,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/ExecutiveCaseReport.jsx:351,ExecutiveCaseReport,exec-report-attention-score,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ExecutiveCaseReport.jsx:415,ExecutiveCaseReport,exec-report-readiness-pct,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ExecutiveIntelligence.jsx:187,ExecutiveIntelligence,exec-intel-kpis,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ExecutiveIntelligence.jsx:371,ExecutiveIntelligence,portfolio-attention-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/ExecutiveOperationalIntelligence.jsx:248,ExecutiveOperationalIntelligence,exec-intel-kpis,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ExecutiveOperationalIntelligence.jsx:423,ExecutiveOperationalIntelligence,exec-briefing-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/ExecutiveOperationalIntelligence.jsx:426,ExecutiveOperationalIntelligence,exec-briefing-generate,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ExecutiveOperationalIntelligence.jsx:434,ExecutiveOperationalIntelligence,exec-briefing-generated,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/ExecutiveOverview.jsx:131,ExecutiveOverview,executive-overview-kpi-grid,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/FieldLeadershipRecords.jsx:195,FieldLeadershipRecords,leadership-records-count-grid,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/FieldLeadershipRecords.jsx:199,FieldLeadershipRecords,leadership-count-all,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/FleetVisibility.jsx:538,FleetVisibility,fleet-visibility-counts,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/HistoricalRecordsQueue.jsx:130,HistoricalRecordsQueue,queue-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/HrDriverQualificationDashboard.jsx:216,HrDriverQualificationDashboard,dq-filter-expiring-cdl,KPI_CONCEPT,expiring_rate,lib.kpi_expiry,RECONCILED_KPI
frontend/src/pages/HrDriverQualificationDashboard.jsx:225,HrDriverQualificationDashboard,dq-filter-expiring-medical,KPI_CONCEPT,expiring_rate,lib.kpi_expiry,RECONCILED_KPI
frontend/src/pages/HrDriverQualificationDashboard.jsx:313,HrDriverQualificationDashboard,dq-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/HrEmployeeAccountabilityTimeline.jsx:212,HrEmployeeAccountabilityTimeline,hr-accountability-page,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/HrEmployeeRequestsQueue.jsx:464,HrEmployeeRequestsQueue,hr-requests-edit-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:300,HrEmployees,hremp-kpi-row,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/HrEmployees.jsx:352,HrEmployees,hremp-status-filter,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:471,HrEmployees,hremp-result-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/HrEmployees.jsx:645,HrEmployees,hremp-print-count,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/HrEmployees.jsx:822,HrEmployees,hremp-add-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:1137,HrEmployees,hremp-tab-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:1248,HrEmployees,hremp-rehire-eligibility-display,KPI_CONCEPT,eligibility_rate,transport_carrier_intelligence,RECONCILED_KPI
frontend/src/pages/HrEmployees.jsx:1267,HrEmployees,hremp-rehire-eligibility-reason-display,KPI_CONCEPT,eligibility_rate,transport_carrier_intelligence,RECONCILED_KPI
frontend/src/pages/HrEmployees.jsx:1330,HrEmployees,hremp-driver-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:1414,HrEmployees,hremp-status-new,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:1449,HrEmployees,hremp-rehire-eligibility,KPI_CONCEPT,eligibility_rate,transport_carrier_intelligence,RECONCILED_KPI
frontend/src/pages/HrEmployees.jsx:1495,HrEmployees,hremp-status-reason,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:1607,HrEmployees,hremp-status-footer,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:1615,HrEmployees,hremp-status-save,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:1660,HrEmployees,hremp-reactivate-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrEmployees.jsx:1840,HrEmployees,hremp-tx-status-chip,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrHubV2.jsx:502,HrHubV2,hr-hub-v2-dest-accountability,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/HrIncidents.jsx:169,HrIncidents,hr-inc-status,STATUS_BAND,status,Wave-2 status vocab (TC-0002),GOVERNED_STATUS
frontend/src/pages/HrPayrollVariance.jsx:300,HrPayrollVariance,variance-csv-download,KPI_CONCEPT,variance_percent,lib.kpi_variance,RECONCILED_KPI
frontend/src/pages/HrPayrollVariance.jsx:307,HrPayrollVariance,"<Stat label={t(""Total"")} value={summary.total} />",POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
frontend/src/pages/HrPayrollVariance.jsx:308,HrPayrollVariance,"<Stat label={t(""Matched"")} value={summary.matched} cls=""text",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/HrPayrollVariance.jsx:309,HrPayrollVariance,"<Stat label={t(""Flagged"")} value={summary.flagged} cls={summ",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/HrPayrollVariance.jsx:310,HrPayrollVariance,"<Stat label={t(""Pending Review"")} value={summary.pending} cl",OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/HrSafetyRecords.jsx:139,HrSafetyRecords,hr-safety-add-training-completed,OPEN_NEEDS_PROOF,unknown,,OPEN_NEEDS_PROOF
frontend/src/pages/HrTrainingRecords.jsx:103,HrTrainingRecords,hr-train-counts,POPULATION_COUNT,population,Wave-4 count/total (GD-0013/14/15),GOVERNED_POPULATION
