loc,route,label,disposition,concept_or_reason,owner
frontend/src/components/SafetyOperationalKpisCard.jsx:131,SafetyOperationalKpisCard,safety-kpis-band-value,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/SafetyOperationalKpisCard.jsx:191,SafetyOperationalKpisCard,safety-kpis-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyOperationalKpisCard.jsx:278,SafetyOperationalKpisCard,safety-kpis-source-status,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/SafetyOperationalKpisCard.jsx:348,SafetyOperationalKpisCard,safety-kpis-drilldown-close,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyOperationalKpisCard.jsx:356,SafetyOperationalKpisCard,safety-kpis-drilldown-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyShell.jsx:49,SafetyShell,safety-page-shell-banner,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:167,SafetyTrenchIntelligenceCard,safety-trench-drilldown-close,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:176,SafetyTrenchIntelligenceCard,safety-trench-drilldown-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:190,SafetyTrenchIntelligenceCard,safety-trench-drilldown-band,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:282,SafetyTrenchIntelligenceCard,safety-trench-cleanup-refresh,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:308,SafetyTrenchIntelligenceCard,safety-trench-cleanup-toggle,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:369,SafetyTrenchIntelligenceCard,safety-trench-cp-manage-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:428,SafetyTrenchIntelligenceCard,safety-trench-title,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:458,SafetyTrenchIntelligenceCard,safety-trench-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:479,SafetyTrenchIntelligenceCard,safety-trench-band,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/SafetyTrenchIntelligenceCard.jsx:532,SafetyTrenchIntelligenceCard,safety-trench-top-projects-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SessionStatusOverlay.jsx:150,SessionStatusOverlay,session-status-overlay,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/SessionStatusOverlay.jsx:163,SessionStatusOverlay,session-status-title,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SessionStatusOverlay.jsx:167,SessionStatusOverlay,session-status-body,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/SessionStatusOverlay.jsx:176,SessionStatusOverlay,session-status-close,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SessionStatusOverlay.jsx:186,SessionStatusOverlay,session-status-secondary,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/SessionStatusOverlay.jsx:196,SessionStatusOverlay,session-status-primary,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/ShopOpsIntelPanel.jsx:108,ShopOpsIntelPanel,ois-shop-panel-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/ShopOpsIntelPanel.jsx:114,ShopOpsIntelPanel,ois-shop-panel-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/ShopOpsIntelPanel.jsx:132,ShopOpsIntelPanel,ois-shop-intel-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/ShopOpsIntelPanel.jsx:143,ShopOpsIntelPanel,ois-shop-refresh,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/ShopOpsIntelPanel.jsx:169,ShopOpsIntelPanel,ois-shop-crit-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/ShopOpsIntelPanel.jsx:182,ShopOpsIntelPanel,ois-shop-gw-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/ShopOpsIntelPanel.jsx:195,ShopOpsIntelPanel,ois-shop-dvir-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/ShopOpsIntelPanel.jsx:222,ShopOpsIntelPanel,ois-shop-nr-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:172,SiteInspectionLifecyclePanel,site-inspection-lifecycle-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:182,SiteInspectionLifecyclePanel,site-inspection-lifecycle-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:258,SiteInspectionLifecyclePanel,site-inspection-lifecycle-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:270,SiteInspectionLifecyclePanel,site-inspection-lifecycle-history-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:288,SiteInspectionLifecyclePanel,site-inspection-lifecycle-no-actions,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:323,SiteInspectionLifecyclePanel,site-inspection-closure-modal,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:370,SiteInspectionLifecyclePanel,site-inspection-close-path-corrective-action,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:462,SiteInspectionLifecyclePanel,site-inspection-close-cancel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:482,SiteInspectionLifecyclePanel,site-inspection-reason-modal,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:506,SiteInspectionLifecyclePanel,site-inspection-reason-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:511,SiteInspectionLifecyclePanel,site-inspection-reason-cancel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:533,SiteInspectionLifecyclePanel,site-inspection-history-modal,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SiteInspectionLifecyclePanel.jsx:547,SiteInspectionLifecyclePanel,site-inspection-history-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SitePostersPanel.jsx:113,SitePostersPanel,site-posters-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SitePostersPanel.jsx:134,SitePostersPanel,print-all-posters-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SplashOverlay.jsx:86,SplashOverlay,splash-logo,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/StoredBackupsPanel.jsx:102,StoredBackupsPanel,stored-backups-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/StoredBackupsPanel.jsx:122,StoredBackupsPanel,backup-run-now-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/StoredBackupsPanel.jsx:158,StoredBackupsPanel,backups-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/StoredBackupsPanel.jsx:164,StoredBackupsPanel,backups-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SystemHealthBadge.jsx:266,SystemHealthBadge,system-health-toggle,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/SystemHealthBadge.jsx:275,SystemHealthBadge,system-health-dropdown,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/TenantBrandingPanel.jsx:87,TenantBrandingPanel,tenant-branding-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/TenantBrandingPanel.jsx:128,TenantBrandingPanel,branding-save,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/TopicPicker.jsx:223,TopicPicker,topic-picker-search,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/UndoLastTransitionButton.jsx:126,UndoLastTransitionButton,undo-last-transition-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/UndoLastTransitionButton.jsx:133,UndoLastTransitionButton,undo-last-transition-modal,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/UndoLastTransitionButton.jsx:182,UndoLastTransitionButton,undo-last-transition-cancel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/WhereUsedPanel.jsx:62,WhereUsedPanel,where-used-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/WhereUsedPanel.jsx:71,WhereUsedPanel,where-used-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/WhereUsedPanel.jsx:92,WhereUsedPanel,where-used-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/WorkspaceSessionControl.jsx:19,WorkspaceSessionControl,hub-resume-link,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/WorkspaceSessionControl.jsx:44,WorkspaceSessionControl,home-session-control-menu,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/CommandPalette.jsx:284,CommandPalette,admin-command-palette-input,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/CommandPalette.jsx:296,CommandPalette,admin-command-palette-close,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/CommandPalette.jsx:307,CommandPalette,admin-command-palette-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/LegacyMovedBanner.jsx:52,LegacyMovedBanner,legacy-moved-shell,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/LocationIntelligencePanel.jsx:53,LocationIntelligencePanel,location-intel-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/LocationIntelligencePanel.jsx:81,LocationIntelligencePanel,"<Stat label=""Active jobs""           value={stats.total}               ",DIRECT_FACT,displayed_count_fact,count of displayed/queried population
frontend/src/components/admin/LocationIntelligencePanel.jsx:82,LocationIntelligencePanel,"<Stat label=""Verified geofence""     value={stats.linked}    sub={`${st",GOVERNED_DISTINCT_VARIANT,distinct_percentage_metric,backend-computed % rendered (distinct governed variant)
frontend/src/components/admin/LocationIntelligencePanel.jsx:83,LocationIntelligencePanel,"<Stat label=""Pending review""        value={stats.pending}             ",DIRECT_FACT,value_component_fact,value-bearing component rendering a fetched fact
frontend/src/components/admin/LocationIntelligencePanel.jsx:84,LocationIntelligencePanel,"<Stat label=""No proposal""           value={stats.orphan}              ",DIRECT_FACT,value_component_fact,value-bearing component rendering a fetched fact
frontend/src/components/admin/MaintainxP0Tab.jsx:146,MaintainxP0Tab,mx-p0-root,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MaintainxP0Tab.jsx:150,MaintainxP0Tab,mx-p0-safety-banner,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MaintainxP0Tab.jsx:183,MaintainxP0Tab,mx-p0-config-refresh,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MaintainxP0Tab.jsx:206,MaintainxP0Tab,mx-p0-key-status,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/admin/MaintainxP0Tab.jsx:291,MaintainxP0Tab,mx-p0-test-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MaintainxP0Tab.jsx:349,MaintainxP0Tab,mx-p0-dryrun-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MaintainxP0Tab.jsx:360,MaintainxP0Tab,mx-p0-dryrun-save-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MaintainxP0Tab.jsx:397,MaintainxP0Tab,mx-p0-reports-refresh,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MaintainxP0Tab.jsx:407,MaintainxP0Tab,mx-p0-reports-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MappingCleanupTab.jsx:52,MappingCleanupTab,mcc-trust-header,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MappingCleanupTab.jsx:77,MappingCleanupTab,mcc-refresh,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MappingCleanupTab.jsx:186,MappingCleanupTab,mcc-picker-dialog,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MappingCleanupTab.jsx:199,MappingCleanupTab,mcc-picker-search,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MappingCleanupTab.jsx:614,MappingCleanupTab,mcc-conflict-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MappingCleanupTab.jsx:624,MappingCleanupTab,mcc-conflict-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MappingCleanupTab.jsx:707,MappingCleanupTab,mcc-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/MappingCleanupTab.jsx:712,MappingCleanupTab,mcc-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/OperationalSignalsPanel.jsx:99,OperationalSignalsPanel,operational-signals-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/OperationalSignalsPanel.jsx:115,OperationalSignalsPanel,ops-signals-window-select,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/OperationalSignalsPanel.jsx:126,OperationalSignalsPanel,ops-signals-refresh,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/OperationalSignalsPanel.jsx:138,OperationalSignalsPanel,ops-signals-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/OperationalSignalsPanel.jsx:203,OperationalSignalsPanel,"<Stat label=""n"" value={ct.count} />",DIRECT_FACT,displayed_count_fact,count of displayed/queried population
frontend/src/components/admin/OperationalSignalsPanel.jsx:204,OperationalSignalsPanel,"<Stat label=""avg"" value={ct.count ? formatMs(ct.avg_ms) : ""—""} />",DIRECT_FACT,displayed_count_fact,count of displayed/queried population
frontend/src/components/admin/OperationalSignalsPanel.jsx:205,OperationalSignalsPanel,"<Stat label=""p90"" value={ct.count ? formatMs(ct.p90_ms) : ""—""} />",DIRECT_FACT,displayed_count_fact,count of displayed/queried population
frontend/src/components/admin/R2LifecyclePanel.jsx:125,R2LifecyclePanel,r2-lifecycle-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/R2LifecyclePanel.jsx:140,R2LifecyclePanel,r2-lifecycle-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/R2LifecyclePanel.jsx:180,R2LifecyclePanel,r2-lifecycle-health-band,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/admin/R2LifecyclePanel.jsx:288,R2LifecyclePanel,r2-lifecycle-retention-generated-at,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/StorageObservabilityCard.jsx:29,StorageObservabilityCard,storage-sparkline-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/StorageObservabilityCard.jsx:182,StorageObservabilityCard,storage-card-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/StorageObservabilityCard.jsx:190,StorageObservabilityCard,storage-card-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/StorageObservabilityCard.jsx:197,StorageObservabilityCard,storage-card-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/StorageObservabilityCard.jsx:238,StorageObservabilityCard,storage-card-meta,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:108,OperationalHealthDashboardShell,operational-health-refresh,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:115,OperationalHealthDashboardShell,operational-health-dashboard-root,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:116,OperationalHealthDashboardShell,operational-health-hero,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:121,OperationalHealthDashboardShell,operational-health-framework-label,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:125,OperationalHealthDashboardShell,operational-health-title,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:128,OperationalHealthDashboardShell,operational-health-authority-statement,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:141,OperationalHealthDashboardShell,operational-health-module-catalog,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:163,OperationalHealthDashboardShell,operational-health-meta-row,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:233,OperationalHealthDashboardShell,operational-health-error-banner,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:241,OperationalHealthDashboardShell,operational-health-loading-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:267,OperationalHealthDashboardShell,operational-health-error-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:292,OperationalHealthDashboardShell,operational-health-filter-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:300,OperationalHealthDashboardShell,operational-health-search,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:302,OperationalHealthDashboardShell,operational-health-status-filters,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:318,OperationalHealthDashboardShell,operational-health-status-engine,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/admin/operational-health/OperationalHealthDashboardShell.jsx:320,OperationalHealthDashboardShell,operational-health-status-engine-policy,CANONICAL_STATUS,status,Wave-2 status vocab (TC-0002)
frontend/src/components/asset/AddAssetDialog.jsx:158,AddAssetDialog,add-asset-dialog,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AddAssetDialog.jsx:171,AddAssetDialog,add-asset-close,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AddAssetDialog.jsx:185,AddAssetDialog,add-asset-coaching,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AddAssetDialog.jsx:293,AddAssetDialog,add-asset-renewals-section,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:175,AssetDocumentsTab,ap-docs-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:183,AssetDocumentsTab,ap-docs-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:190,AssetDocumentsTab,asset-documents-tab,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:198,AssetDocumentsTab,ap-docs-refresh,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:204,AssetDocumentsTab,ap-docs-download-pdf,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:260,AssetDocumentsTab,ap-docs-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:478,AssetDocumentsTab,ap-doc-upload-dialog,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:498,AssetDocumentsTab,ap-doc-upload-close,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:505,AssetDocumentsTab,ap-doc-upload-coaching,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:529,AssetDocumentsTab,ap-doc-upload-type-help,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/AssetDocumentsTab.jsx:583,AssetDocumentsTab,ap-doc-upload-note,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/RequiredDocsEditor.jsx:113,RequiredDocsEditor,rde-loading,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/RequiredDocsEditor.jsx:123,RequiredDocsEditor,rde-coaching,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/RequiredDocsEditor.jsx:134,RequiredDocsEditor,rde-level-legend,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/RequiredDocsEditor.jsx:166,RequiredDocsEditor,rde-filter,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/asset/RequiredDocsEditor.jsx:181,RequiredDocsEditor,rde-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/DailyOperationalSummarySection.jsx:141,DailyOperationalSummarySection,daily-operational-summary-section,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/DailyOperationalSummarySection.jsx:151,DailyOperationalSummarySection,daily-summary-title,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/DailyOperationalSummarySection.jsx:184,DailyOperationalSummarySection,daily-summary-draft-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/DailyOperationalSummarySection.jsx:203,DailyOperationalSummarySection,daily-summary-accept-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/DailyOperationalSummarySection.jsx:214,DailyOperationalSummarySection,daily-summary-clear-btn,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/DailyOperationalSummarySection.jsx:233,DailyOperationalSummarySection,daily-summary-disabled-note,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/EquipmentDetectedToday.jsx:127,EquipmentDetectedToday,equipment-detected-error,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/EquipmentDetectedToday.jsx:133,EquipmentDetectedToday,equipment-detected-empty,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/MotiveVerificationPanel.jsx:37,MotiveVerificationPanel,motive-verification-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
frontend/src/components/daily-report/VerificationSummaryPanel.jsx:41,VerificationSummaryPanel,verification-summary-panel,NON_TRUTH_SURFACE_EXCLUDED_WITH_REASON,structural/control/label testid,
